路線,路線名稱,站序,中文站點名稱,經度,緯度,去回,英文站點名稱
14副,干城站  -  神岡區公所,60,神林大林路口,120.655923,24.249513,去程,Shenlin-Dalin Rd. Intersection
14副,干城站  -  神岡區公所,61,庄前,120.658282,24.25202194,去程,ZhuangQing
14副,干城站  -  神岡區公所,62,集會所,120.660472,24.254587,去程,Assembly Room
14副,干城站  -  神岡區公所,63,神岡區公所,120.661407,24.257708,去程,Shengang District Office
14副,干城站  -  神岡區公所,1,神岡區公所,120.661407,24.257708,回程,Shengang District Office
14副,干城站  -  神岡區公所,2,神岡,120.659303,24.257027,回程,Shengang
14副,干城站  -  神岡區公所,3,集會所,120.660472,24.254587,回程,Assembly Room
14副,干城站  -  神岡區公所,4,庄前,120.658282,24.25202194,回程,ZhuangQing
14副,干城站  -  神岡區公所,5,神林大林路口,120.655923,24.249513,回程,Shenlin-Dalin Rd. Intersection
14副,干城站  -  神岡區公所,6,員林里,120.657563,24.245615,回程,Yuanlin Village
14副,干城站  -  神岡區公所,7,員林里二站,120.657128,24.240665,回程,Yuanlin Village  2nd Stop
14副,干城站  -  神岡區公所,8,綠點公司,120.6558251,24.23853186,回程,Green Point  Enterprise Co.
14副,干城站  -  神岡區公所,9,下員林,120.653802,24.232372,回程,Xiayuanlin
14副,干城站  -  神岡區公所,10,三叉路口,120.653996,24.230187,回程,Sancha Rd. Intersection
14副,干城站  -  神岡區公所,11,雅洲新城,120.654013,24.229147,回程,Yazhou Community
14副,干城站  -  神岡區公所,12,雅環民生路口,120.651635,24.227916,回程,Yahuan-Minsheng Intersection
14副,干城站  -  神岡區公所,13,大雅區公所,120.647403,24.229242,回程,Daya District Office
14副,干城站  -  神岡區公所,14,大明國小(雅環路),120.643758,24.227988,回程,Daming El. School (Yahuan Rd.)
14副,干城站  -  神岡區公所,15,大雅澄清醫院,120.644565,24.226994,回程,Daya Cheng Ching Hospital
14副,干城站  -  神岡區公所,16,大雅分駐所,120.6468167,24.224935,回程,Daya Police Station
14副,干城站  -  神岡區公所,17,大雅,120.6480483,24.22287667,回程,Daya
14副,干城站  -  神岡區公所,18,大雅國小,120.6519413,24.22137128,回程,Daya El. School
14副,干城站  -  神岡區公所,19,雅潭雅環路口,120.653193,24.221152,回程,Yatan-Yahuan Intersection
14副,干城站  -  神岡區公所,20,國際花市,120.656619,24.220616,回程,Flower Market
14副,干城站  -  神岡區公所,21,台電大雅服務所,120.658684,24.220105,回程,Taipower Daya Service Center
14副,干城站  -  神岡區公所,22,惠明盲校,120.660743,24.219595,回程,Huei-Ming School
14副,干城站  -  神岡區公所,23,馬岡厝加油站,120.6648052,24.21778037,回程,Magangcuo Gas Station
14副,干城站  -  神岡區公所,24,清泉醫院,120.666388,24.216512,回程,Qingquan Hospital
14副,干城站  -  神岡區公所,25,馬岡厝,120.668937,24.214633,回程,Magangcuo
14副,干城站  -  神岡區公所,26,西員寶,120.6731093,24.21078907,回程,Xiyuanbao
14副,干城站  -  神岡區公所,27,東員寶,120.67389,24.208582,回程,Dongyuanbao
14副,干城站  -  神岡區公所,28,東寶社區(大德一路),120.676049,24.204123,回程,Dongbao Community (Dade 1st. Rd.)
14副,干城站  -  神岡區公所,29,大德一大富路口,120.678427,24.204497,回程,Dade 1st.-Dafu Rd. Intersection
14副,干城站  -  神岡區公所,30,大富路,120.678499,24.20375,回程,Dafu Rd.
14副,干城站  -  神岡區公所,31,大富環中路口,120.678513,24.202145,回程,Dafu-Huanzhong Intersection
14副,干城站  -  神岡區公所,32,上七張犁,120.677214,24.199841,回程,Shangqi Zhangli
14副,干城站  -  神岡區公所,33,七張犁,120.679471,24.197799,回程,Qizhangli
14副,干城站  -  神岡區公所,34,四民頂街(四平路),120.682238,24.194636,回程,Simindingjie(Siping Rd.)
14副,干城站  -  神岡區公所,35,四張犁(后庄路),120.681961,24.19245,回程,Sizhangli
14副,干城站  -  神岡區公所,36,四民市場,120.6825467,24.191985,回程,Simin Market
14副,干城站  -  神岡區公所,37,仁美里(昌平路),120.68392,24.19141,回程,Renmei Village (Changping Rd.)
14副,干城站  -  神岡區公所,38,南四張犁,120.6859033,24.189255,回程,South Sizhangli
14副,干城站  -  神岡區公所,39,八二三紀念公園,120.6868683,24.18727167,回程,823 Memorial Park
14副,干城站  -  神岡區公所,40,光照寺,120.687305,24.18432833,回程,Guangzhao Temple
14副,干城站  -  神岡區公所,41,三分埔,120.6890094,24.18135681,回程,Sanfenpu
14副,干城站  -  神岡區公所,42,松竹國小,120.68968,24.18045147,回程,Song Jhu El. School
14副,干城站  -  神岡區公所,43,頂頭張(昌平路),120.6906383,24.17871167,回程,Dingtouzhang (Changping Rd.)
14副,干城站  -  神岡區公所,44,頭張(昌平路),120.690363,24.176614,回程,Touzhang (Zhongqing Rd.)
14副,干城站  -  神岡區公所,45,民俗公園(昌平路),120.690455,24.17469667,回程,Minsu Park(Changping Rd.)
14副,干城站  -  神岡區公所,46,昌平文心路口,120.6907349,24.17233658,回程,Changping-Wenxin Intersection
14副,干城站  -  神岡區公所,47,頂二分埔,120.691155,24.17104667,回程,Ding-er Fenpu
14副,干城站  -  神岡區公所,48,下二分埔,120.69206,24.16924167,回程,Xia-er Fenpu
14副,干城站  -  神岡區公所,49,昌平北屯路口,120.6942283,24.16619333,回程,Changping-Beitun Intersection
14副,干城站  -  神岡區公所,50,北屯國小(北屯路),120.6930833,24.16312167,回程,Beitun El. School (Beitun Rd.)
14副,干城站  -  神岡區公所,51,監理站,120.6922067,24.160815,回程,Motor Vehicles Office
14副,干城站  -  神岡區公所,52,寶覺寺,120.6898983,24.15798333,回程,Baojue Temple
14副,干城站  -  神岡區公所,53,新民高中(三民路),120.68847,24.156795,回程,Shin-min H.S. (Sanmin Rd.)
14副,干城站  -  神岡區公所,54,三民錦中街口,120.68695,24.15527833,回程,Sanmin-Jinzhong Intersection
14副,干城站  -  神岡區公所,55,一心市場,120.6856317,24.15369333,回程,Yixin Market
14副,干城站  -  神岡區公所,56,中友百貨,120.684835,24.151767,回程,Chungyo Department Store
14副,干城站  -  神岡區公所,57,國立臺中科技大學,120.6838733,24.14961167,回程,NTCUST
14副,干城站  -  神岡區公所,58,臺中公園(三民路),120.6822503,24.14543193,回程,Taichung Park (Sanmin Rd.)
14副,干城站  -  神岡區公所,59,光復國小(三民路),120.6812867,24.14414333,回程,Guang Fu El. School(Sanmin Rd.)
14副,干城站  -  神岡區公所,60,第二市場(三民路),120.679965,24.1427396,回程,2nd Market (Sanmin Rd.)
14副,干城站  -  神岡區公所,61,美榮藥局,120.6783772,24.1413102,回程,Mei Rong Pharmacy
14副,干城站  -  神岡區公所,62,臺中州廳,120.6784783,24.13910167,回程,Taichung Prefectural Hall
14副,干城站  -  神岡區公所,63,民權繼光街口,120.681122,24.136985,回程,Minquan-Jiguang Intersection
14副,干城站  -  神岡區公所,64,臺中火車站,120.683912,24.136519,回程,Taichung Railway Station
14副,干城站  -  神岡區公所,65,干城站,120.6857586,24.14086963,回程,Gancheng Station
14延,干城站-南清宮,1,干城站,120.6857586,24.14086963,去程,Gancheng Station
14延,干城站-南清宮,2,臺中火車站,120.684496,24.138026,去程,Taichung Railway Station
14延,干城站-南清宮,3,第一廣場,120.6834517,24.13906,去程,First Square
14延,干城站-南清宮,4,彰化銀行(臺灣大道),120.6826043,24.13984162,去程,Chang Hwa Bank (Taiwan Boulevard)
14延,干城站-南清宮,5,第二市場(臺灣大道),120.68014,24.14192167,去程,2nd Market (Taiwan Boulevard)
14延,干城站-南清宮,6,中區公所(興中街),120.6797467,24.14437,去程,Central District Office
14延,干城站-南清宮,7,臺中公園(三民路),120.68225,24.14524833,去程,Taichung Park (Sanmin Rd.)
14延,干城站-南清宮,8,國立臺中科技大學,120.6840527,24.14961226,去程,NTCUST
14延,干城站-南清宮,9,中友百貨,120.68514,24.15241,去程,Chungyo Department Store
14延,干城站-南清宮,10,一心市場,120.68591,24.15429667,去程,Yixin Market
14延,干城站-南清宮,11,三民錦中街口,120.68695,24.15527833,去程,Sanmin-Jinzhong Intersection
14延,干城站-南清宮,12,新民高中(三民路),120.6881867,24.15636167,去程,Shin-min H.S. (Sanmin Rd.)
14延,干城站-南清宮,13,寶覺寺,120.6899167,24.1578,去程,Baojue Temple
14延,干城站-南清宮,14,監理站,120.6922133,24.16110833,去程,Motor Vehicles Office
14延,干城站-南清宮,15,北屯國小(北屯路),120.6930833,24.16312167,去程,Beitun El. School (Beitun Rd.)
14延,干城站-南清宮,16,昌平北屯路口,120.6942283,24.16618667,去程,Changping-Beitun Intersection
14延,干城站-南清宮,17,下二分埔,120.6920283,24.16921833,去程,Xia-er Fenpu
14延,干城站-南清宮,18,頂二分埔,120.6911783,24.17083,去程,Ding-er Fenpu
14延,干城站-南清宮,19,昌平文心路口,120.6907349,24.17233658,去程,Changping-Wenxin Intersection
14延,干城站-南清宮,20,民俗公園(昌平路),120.690435,24.17465667,去程,Minsu Park(Changping Rd.)
14延,干城站-南清宮,21,頭張(昌平路),120.690363,24.176614,去程,Touzhang (Zhongqing Rd.)
14延,干城站-南清宮,22,頂頭張(昌平路),120.690608,24.178538,去程,Dingtouzhang (Changping Rd.)
14延,干城站-南清宮,23,松竹國小,120.6895942,24.18051508,去程,Song Jhu El. School
14延,干城站-南清宮,24,三分埔,120.6889021,24.18135191,去程,Sanfenpu
14延,干城站-南清宮,25,光照寺,120.687325,24.18442167,去程,Guangzhao Temple
14延,干城站-南清宮,26,八二三紀念公園,120.6869567,24.18724167,去程,823 Memorial Park
14延,干城站-南清宮,27,南四張犁,120.6859983,24.18917333,去程,South Sizhangli
14延,干城站-南清宮,28,仁美里(昌平路),120.683815,24.19133,去程,Renmei Village (Changping Rd.)
14延,干城站-南清宮,29,四民市場,120.6825833,24.192025,去程,Simin Market
14延,干城站-南清宮,30,四張犁(昌平路),120.68227,24.192357,去程,Sizhangli
14延,干城站-南清宮,31,四民頂街(昌平路),120.682957,24.194587,去程,Simindingjie
14延,干城站-南清宮,32,東寶社區(昌平路),120.6744397,24.20346467,去程,Dongbao Community
14延,干城站-南清宮,33,東員寶,120.67389,24.208582,去程,Dongyuanbao
14延,干城站-南清宮,34,西員寶,120.6731093,24.21078907,去程,Xiyuanbao
14延,干城站-南清宮,35,馬岡厝,120.668937,24.214633,去程,Magangcuo
14延,干城站-南清宮,36,昌平雅潭路口,120.6677246,24.21620369,去程,Changping-Yatan Intersection
14延,干城站-南清宮,37,三和國小,120.668567,24.219482,去程,Sanhe El. School
14延,干城站-南清宮,38,三和,120.669543,24.222167,去程,Sanhe
14延,干城站-南清宮,39,頂三和,120.670788,24.226485,去程,Dingsanhe
14延,干城站-南清宮,40,誼豐廠,120.67184,24.228557,去程,Yifeng Factory
14延,干城站-南清宮,41,花眉,120.673235,24.23139,去程,Huamei
14延,干城站-南清宮,42,頂花眉,120.67716,24.235912,去程,Dinghuamei
14延,干城站-南清宮,43,社南,120.678703,24.238703,去程,Shenan
14延,干城站-南清宮,44,頂社南,120.681397,24.241797,去程,Dingshenan
14延,干城站-南清宮,45,社口國小,120.684577,24.24576,去程,Sou Kou El. School
14延,干城站-南清宮,46,神岡國中,120.681457,24.247312,去程,Shengang J.H.S
14延,干城站-南清宮,47,福隆新村,120.67946,24.249008,去程,Fulong Community
14延,干城站-南清宮,48,福華公司,120.676223,24.25099,去程,Fuhua Co.
14延,干城站-南清宮,49,電信局,120.67387,24.252942,去程,Telecom Company
14延,干城站-南清宮,50,中山溝心路口,120.672242,24.255207,去程,Zhongshan-Guoxin Rd. Intersection
14延,干城站-南清宮,51,北庄,120.668317,24.257317,去程,Beizhuang
14延,干城站-南清宮,52,庄頭,120.662937,24.258118,去程,Zhuangtou
14延,干城站-南清宮,53,神岡區公所,120.661407,24.257708,去程,Shengang District Office
14延,干城站-南清宮,54,神岡,120.659303,24.257027,去程,Shengang
14延,干城站-南清宮,55,神岡農會,120.65858,24.258468,去程,Shengang  Farmers Assoc.
14延,干城站-南清宮,56,神圳國中,120.658615,24.26062,去程,Shenzun  J.H.S.
14延,干城站-南清宮,57,圳前里,120.657655,24.263993,去程,Zhenqian Village
14延,干城站-南清宮,58,圳前活動中心,120.6585073,24.2669386,去程,Gzhenqian Activity Center
14延,干城站-南清宮,59,三民路口,120.66054,24.270466,去程,Sanming Rd.
14延,干城站-南清宮,60,圳堵三民橋頭,120.66033,24.271788,去程,Zhendu Samin Qiaotou
14延,干城站-南清宮,61,頂車站,120.65903,24.274184,去程,Ding Station
14延,干城站-南清宮,62,福德祠,120.6565976,24.27887067,去程,Fude Temple
14延,干城站-南清宮,63,新庄,120.65427,24.28033,去程,Xinzhuang
14延,干城站-南清宮,64,新庄車庫,120.652443,24.281017,去程,Xinzhuang Garage
14延,干城站-南清宮,65,庄尾,120.649523,24.282587,去程,Zhuangwei
14延,干城站-南清宮,66,和睦路807巷口,120.644611,24.284579,去程,Hemu Rd. 807th Lane
14延,干城站-南清宮,67,永進公司,120.6414592,24.28672371,去程,Yongjin Co.
14延,干城站-南清宮,68,頂舊庄,120.635163,24.289795,去程,Dingjiuzhuang
14延,干城站-南清宮,69,舊庄,120.632777,24.291847,去程,Jiuzhuang
14延,干城站-南清宮,70,下舊庄,120.630467,24.292748,去程,Xiajiouzhuang
14延,干城站-南清宮,71,良逸公司,120.625457,24.292488,去程,Liangyi Co.
14延,干城站-南清宮,72,海風里,120.619395,24.292522,去程,Haifeng Village
14延,干城站-南清宮,73,楊厝里,120.61558,24.289067,去程,Yangcuo Village
14延,干城站-南清宮,74,忠義宮,120.612807,24.290476,去程,Zhongyi Temple
14延,干城站-南清宮,75,大楊國小,120.610326,24.292104,去程,Dayang El. School
14延,干城站-南清宮,76,南清宮,120.611898,24.296086,去程,Nanqing Temple
14延,干城站-南清宮,1,南清宮,120.611898,24.296086,回程,Nanqing Temple
14延,干城站-南清宮,2,大楊國小,120.610326,24.292104,回程,Dayang El. School
14延,干城站-南清宮,3,忠義宮,120.612807,24.290476,回程,Zhongyi Temple
14延,干城站-南清宮,4,楊厝里,120.61558,24.289067,回程,Yangcuo Village
14延,干城站-南清宮,5,海風里,120.619395,24.292522,回程,Haifeng Village
14延,干城站-南清宮,6,良逸公司,120.625457,24.292488,回程,Liangyi Co.
14延,干城站-南清宮,7,下舊庄,120.630467,24.292748,回程,Xiajiouzhuang
14延,干城站-南清宮,8,舊庄,120.632777,24.291847,回程,Jiuzhuang
14延,干城站-南清宮,9,頂舊庄,120.635163,24.289795,回程,Dingjiuzhuang
14延,干城站-南清宮,10,永進公司,120.6414592,24.28672371,回程,Yongjin Co.
14延,干城站-南清宮,11,和睦路807巷口,120.644611,24.284579,回程,Hemu Rd. 807th Lane
14延,干城站-南清宮,12,庄尾,120.649523,24.282587,回程,Zhuangwei
14延,干城站-南清宮,13,新庄車庫,120.652443,24.281017,回程,Xinzhuang Garage
14延,干城站-南清宮,14,新庄,120.65427,24.28033,回程,Xinzhuang
14延,干城站-南清宮,15,福德祠,120.6565976,24.27887067,回程,Fude Temple
14延,干城站-南清宮,16,頂車站,120.65903,24.274184,回程,Ding Station
14延,干城站-南清宮,17,圳堵三民橋頭,120.66033,24.271788,回程,Zhendu Samin Qiaotou
14延,干城站-南清宮,18,三民路口,120.66054,24.270466,回程,Sanming Rd.
14延,干城站-南清宮,19,圳前活動中心,120.6585073,24.2669386,回程,Gzhenqian Activity Center
14延,干城站-南清宮,20,圳前里,120.657655,24.263993,回程,Zhenqian Village
14延,干城站-南清宮,21,神圳國中,120.658615,24.26062,回程,Shenzun  J.H.S.
14延,干城站-南清宮,22,神岡農會,120.65858,24.258468,回程,Shengang  Farmers Assoc.
14延,干城站-南清宮,23,神岡,120.659303,24.257027,回程,Shengang
14延,干城站-南清宮,24,神岡區公所,120.661407,24.257708,回程,Shengang District Office
14延,干城站-南清宮,25,庄頭,120.662937,24.258118,回程,Zhuangtou
14延,干城站-南清宮,26,北庄,120.668317,24.257317,回程,Beizhuang
14延,干城站-南清宮,27,中山溝心路口,120.672242,24.255207,回程,Zhongshan-Guoxin Rd. Intersection
14延,干城站-南清宮,28,電信局,120.67387,24.252942,回程,Telecom Company
14延,干城站-南清宮,29,福華公司,120.676223,24.25099,回程,Fuhua Co.
14延,干城站-南清宮,30,福隆新村,120.67946,24.249008,回程,Fulong Community
14延,干城站-南清宮,31,神岡國中,120.681457,24.247312,回程,Shengang J.H.S
14延,干城站-南清宮,32,社口國小,120.684577,24.24576,回程,Sou Kou El. School
14延,干城站-南清宮,33,頂社南,120.681397,24.241797,回程,Dingshenan
14延,干城站-南清宮,34,社南,120.678703,24.238703,回程,Shenan
14延,干城站-南清宮,35,頂花眉,120.67716,24.235912,回程,Dinghuamei
14延,干城站-南清宮,36,花眉,120.673235,24.23139,回程,Huamei
14延,干城站-南清宮,37,誼豐廠,120.67184,24.228557,回程,Yifeng Factory
14延,干城站-南清宮,38,頂三和,120.670788,24.226485,回程,Dingsanhe
14延,干城站-南清宮,39,三和,120.669543,24.222167,回程,Sanhe
14延,干城站-南清宮,40,三和國小,120.668567,24.219482,回程,Sanhe El. School
14延,干城站-南清宮,41,昌平雅潭路口,120.6675949,24.21614075,回程,Changping-Yatan Intersection
14延,干城站-南清宮,42,馬岡厝,120.668937,24.214633,回程,Magangcuo
14延,干城站-南清宮,43,西員寶,120.6731093,24.21078907,回程,Xiyuanbao
14延,干城站-南清宮,44,東員寶,120.67389,24.208582,回程,Dongyuanbao
14延,干城站-南清宮,45,東寶社區(昌平路),120.6744397,24.20346467,回程,Dongbao Community
14延,干城站-南清宮,46,四民頂街(四平路),120.682238,24.194636,回程,Simindingjie(Siping Rd.)
14延,干城站-南清宮,47,四張犁(后庄路),120.681961,24.19245,回程,Sizhangli
14延,干城站-南清宮,48,四民市場,120.6825467,24.191985,回程,Simin Market
14延,干城站-南清宮,49,仁美里(昌平路),120.68392,24.19141,回程,Renmei Village (Changping Rd.)
14延,干城站-南清宮,50,南四張犁,120.6859033,24.189255,回程,South Sizhangli
14延,干城站-南清宮,51,八二三紀念公園,120.6868683,24.18727167,回程,823 Memorial Park
14延,干城站-南清宮,52,光照寺,120.687305,24.18432833,回程,Guangzhao Temple
14延,干城站-南清宮,53,三分埔,120.6890094,24.18135681,回程,Sanfenpu
14延,干城站-南清宮,54,松竹國小,120.68968,24.18045147,回程,Song Jhu El. School
14延,干城站-南清宮,55,頂頭張(昌平路),120.6906383,24.17871167,回程,Dingtouzhang (Changping Rd.)
14延,干城站-南清宮,56,頭張(昌平路),120.690363,24.176614,回程,Touzhang (Zhongqing Rd.)
14延,干城站-南清宮,57,民俗公園(昌平路),120.690455,24.17469667,回程,Minsu Park(Changping Rd.)
14延,干城站-南清宮,58,昌平文心路口,120.6907349,24.17233658,回程,Changping-Wenxin Intersection
14延,干城站-南清宮,59,頂二分埔,120.691155,24.17104667,回程,Ding-er Fenpu
14延,干城站-南清宮,60,下二分埔,120.69206,24.16924167,回程,Xia-er Fenpu
14延,干城站-南清宮,61,昌平北屯路口,120.6942283,24.16619333,回程,Changping-Beitun Intersection
14延,干城站-南清宮,62,北屯國小(北屯路),120.6930833,24.16312167,回程,Beitun El. School (Beitun Rd.)
14延,干城站-南清宮,63,監理站,120.6922067,24.160815,回程,Motor Vehicles Office
14延,干城站-南清宮,64,寶覺寺,120.6898983,24.15798333,回程,Baojue Temple
14延,干城站-南清宮,65,新民高中(三民路),120.68847,24.156795,回程,Shin-min H.S. (Sanmin Rd.)
14延,干城站-南清宮,66,三民錦中街口,120.6870983,24.15556333,回程,Sanmin-Jinzhong Intersection
14延,干城站-南清宮,67,一心市場,120.6856317,24.15369333,回程,Yixin Market
14延,干城站-南清宮,68,中友百貨,120.684835,24.151767,回程,Chungyo Department Store
14延,干城站-南清宮,69,國立臺中科技大學,120.6838733,24.14961167,回程,NTCUST
14延,干城站-南清宮,70,臺中公園(三民路),120.6822503,24.14543193,回程,Taichung Park (Sanmin Rd.)
14延,干城站-南清宮,71,光復國小(三民路),120.6812867,24.14414333,回程,Guang Fu El. School(Sanmin Rd.)
14延,干城站-南清宮,72,第二市場(三民路),120.679965,24.1427396,回程,2nd Market (Sanmin Rd.)
14延,干城站-南清宮,73,美榮藥局,120.6783772,24.1413102,回程,Mei Rong Pharmacy
14延,干城站-南清宮,74,臺中州廳,120.6784783,24.13910167,回程,Taichung Prefectural Hall
14延,干城站-南清宮,75,民權繼光街口,120.681122,24.136985,回程,Minquan-Jiguang Intersection
14延,干城站-南清宮,76,臺中火車站,120.68301,24.136313,回程,Taichung Railway Station
14延,干城站-南清宮,77,干城站,120.6857586,24.14086963,回程,Gancheng Station
15,道禾六藝文化館 -  國軍臺中總醫院,1,道禾六藝文化館,120.673632,24.134673,去程,Natural Way Six Arts Cultural Center
15,道禾六藝文化館 -  國軍臺中總醫院,2,地方法院,120.675773,24.133875,去程,Taichung District Court
15,道禾六藝文化館 -  國軍臺中總醫院,3,臺中女中,120.677847,24.135705,去程,Taichung Girls H.S.
15,道禾六藝文化館 -  國軍臺中總醫院,4,民權繼光街口,120.681122,24.136985,去程,Minquan-Jiguang Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,5,臺中火車站,120.6845999,24.13796181,去程,Taichung Railway Station
15,道禾六藝文化館 -  國軍臺中總醫院,6,第一廣場,120.6834412,24.13911711,去程,First Square
15,道禾六藝文化館 -  國軍臺中總醫院,7,彰化銀行(臺灣大道),120.6826043,24.13984162,去程,Chang Hwa Bank (Taiwan Boulevard)
15,道禾六藝文化館 -  國軍臺中總醫院,8,第二市場(臺灣大道),120.68014,24.14192167,去程,2nd Market (Taiwan Boulevard)
15,道禾六藝文化館 -  國軍臺中總醫院,9,中區公所(興中街),120.6797467,24.14437,去程,Central District Office
15,道禾六藝文化館 -  國軍臺中總醫院,10,臺中公園(三民路),120.68225,24.14524833,去程,Taichung Park (Sanmin Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,11,國立臺中科技大學,120.6840849,24.14968079,去程,NTCUST
15,道禾六藝文化館 -  國軍臺中總醫院,12,中友百貨,120.68514,24.15241,去程,Chungyo Department Store
15,道禾六藝文化館 -  國軍臺中總醫院,13,一心市場,120.68591,24.15429667,去程,Yixin Market
15,道禾六藝文化館 -  國軍臺中總醫院,14,三民錦中街口,120.68695,24.15527833,去程,Sanmin-Jinzhong Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,15,新民高中(三民路),120.6881867,24.15636167,去程,Shin-min H.S. (Sanmin Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,16,寶覺寺,120.6899167,24.1578,去程,Baojue Temple
15,道禾六藝文化館 -  國軍臺中總醫院,17,監理站,120.6922133,24.16110833,去程,Motor Vehicles Office
15,道禾六藝文化館 -  國軍臺中總醫院,18,北屯國小(北屯路),120.6932483,24.16310667,去程,Beitun El. School (Beitun Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,19,北屯,120.6945533,24.16530333,去程,Beitun
15,道禾六藝文化館 -  國軍臺中總醫院,20,三光國中,120.6963933,24.16802333,去程,Sanguang junior high school
15,道禾六藝文化館 -  國軍臺中總醫院,21,大坑口,120.697335,24.16962,去程,Dakengkou
15,道禾六藝文化館 -  國軍臺中總醫院,22,聯安醫院,120.6988183,24.17023,去程,Lian-an Hospital
15,道禾六藝文化館 -  國軍臺中總醫院,23,東光國小,120.7029517,24.16970833,去程,Dongguang El. School
15,道禾六藝文化館 -  國軍臺中總醫院,24,東山旱溪西路口,120.70453,24.16949,去程,Dongshan-Hanxi W. Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,25,玫瑰新村,120.7067133,24.16956333,去程,Rose Community
15,道禾六藝文化館 -  國軍臺中總醫院,26,水景里,120.70834,24.17032167,去程,Shuijing Village
15,道禾六藝文化館 -  國軍臺中總醫院,27,三和社區,120.70949,24.17108,去程,Sanhe Community
15,道禾六藝文化館 -  國軍臺中總醫院,28,水景頭,120.711075,24.17210333,去程,Shuijingtou
15,道禾六藝文化館 -  國軍臺中總醫院,29,大華新村,120.7144067,24.17374667,去程,Dahua Community
15,道禾六藝文化館 -  國軍臺中總醫院,30,建功國小,120.71731,24.17546333,去程,Jien Kong  El. School
15,道禾六藝文化館 -  國軍臺中總醫院,31,軍功里,120.7196667,24.17602167,去程,Jungong Village
15,道禾六藝文化館 -  國軍臺中總醫院,32,和平里(東山路),120.7222483,24.17596333,去程,Heping Village (Dongshan Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,33,東山建和路口,120.7244117,24.176025,去程,Dongshan-Jianhe Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,34,正覺寺,120.7269367,24.17648,去程,Zhengjue Temple
15,道禾六藝文化館 -  國軍臺中總醫院,35,圓山新村,120.731835,24.176995,去程,Yuanshan Community
15,道禾六藝文化館 -  國軍臺中總醫院,36,台電東山所,120.734595,24.17709333,去程,Taipower Dongshan Service Cent.
15,道禾六藝文化館 -  國軍臺中總醫院,37,梨仔園,120.7356067,24.17761833,去程,Liziyuan
15,道禾六藝文化館 -  國軍臺中總醫院,38,逢甲橋,120.7371867,24.17840333,去程,Fengjia Bridge
15,道禾六藝文化館 -  國軍臺中總醫院,39,大坑圓環,120.7398319,24.17897844,去程,Dakeng Traffic Circle
15,道禾六藝文化館 -  國軍臺中總醫院,40,大坑橋,120.73951,24.17774333,去程,Dakeng Bridge
15,道禾六藝文化館 -  國軍臺中總醫院,41,樂達利山莊,120.73796,24.17625167,去程,Ledali Community
15,道禾六藝文化館 -  國軍臺中總醫院,42,中臺科技大學,120.7354017,24.17495667,去程,C.T.U.S.T.
15,道禾六藝文化館 -  國軍臺中總醫院,43,花園新城,120.7342083,24.17242833,去程,Huayuan Community
15,道禾六藝文化館 -  國軍臺中總醫院,44,國際青年之家,120.7334268,24.17028676,去程,Youth Hostel Assoc.
15,道禾六藝文化館 -  國軍臺中總醫院,45,?子景賢路口,120.733309,24.167189,去程,Buzi -Jingxian  Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,46,?子巷口,120.733344,24.164812,去程,Buzi  Ln. Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,47,?子太原路口,120.73324,24.16199,去程,Buzi-Taiyuan Rd. Intersection
15,道禾六藝文化館 -  國軍臺中總醫院,48,朝聖宮(部子坑),120.737504,24.161164,去程,Chaosheng Temple (Buzikeng)
15,道禾六藝文化館 -  國軍臺中總醫院,49,華盛頓中學,120.7442383,24.15865833,去程,Washington High School
15,道禾六藝文化館 -  國軍臺中總醫院,50,大興十九街口,120.74233,24.15759,去程,Daxing 19th St.
15,道禾六藝文化館 -  國軍臺中總醫院,51,大興十五街口,120.73755,24.157,去程,Daxing 15th St.
15,道禾六藝文化館 -  國軍臺中總醫院,52,屯區藝文中心,120.73511,24.15656,去程,Tun District Art Center
15,道禾六藝文化館 -  國軍臺中總醫院,53,大興五街口,120.73333,24.15291,去程,Daxing 5th St. Entrance
15,道禾六藝文化館 -  國軍臺中總醫院,54,大興一街口,120.73317,24.1513,去程,Daxing 1th St. Entrance
15,道禾六藝文化館 -  國軍臺中總醫院,55,叉路口(中山路),120.73275,24.15049,去程,Fork Intersection(Zhongshan Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,56,國軍臺中總醫院,120.72996,24.15018,去程,Armed Forces General Hospital
15,道禾六藝文化館 -  國軍臺中總醫院,1,國軍臺中總醫院,120.72996,24.15018,回程,Armed Forces General Hospital
15,道禾六藝文化館 -  國軍臺中總醫院,2,叉路口(中山路),120.73275,24.15049,回程,Fork Intersection(Zhongshan Rd.)
15,道禾六藝文化館 -  國軍臺中總醫院,3,大興一街口,120.73317,24.1513,回程,Daxing 1th St. Entrance
15,道禾六藝文化館 -  國軍臺中總醫院,4,大興五街口,120.73333,24.15291,回程,Daxing 5th St. Entrance
