路線,路線名稱,站序,中文站點名稱,經度,緯度,去回,英文站點名稱
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,53,家扶發展學園,120.657977,24.176247,回程,Child Development Center
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,54,河南停車場,120.651223,24.176103,回程,Henan Parking Lot
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,55,河南福星路口,120.649396,24.175157,回程,Henan-Fuxing Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,56,福星停車場,120.645792,24.17562,回程,Fuxing Parking Lot
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,57,逢甲大學(逢甲路),120.6442719,24.17879295,回程,Feng Chia U. (Fengjia Rd.)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,58,至善國中(逢甲路),120.640137,24.175592,回程,Zhishan J.H.S. (Fengjia Rd.)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,59,青海光明路口,120.638365,24.175367,回程,Qinghai-Guangming Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,60,西屯郵局,120.63749,24.176522,回程,Xitun Post Office
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,61,福科福裕路口,120.626652,24.181316,回程,Fuke-Fuyu Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,62,福科安和路口,120.624473,24.182347,回程,Fu-ke-Anhe Rd. Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,63,福科永福路口,120.621286,24.183679,回程,Fu-ke-Yongfu Rd. Interserction
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,64,福科福雅路口,120.61792,24.185263,回程,Fuya-Fuke Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,65,福科福林路口,120.613331,24.186811,回程,Fuke-Fulin Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,66,福科玉門路口,120.609573,24.187217,回程,Fu-ke-Yumen Rd. Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,67,瑞聯天地(福科路),120.606981,24.18737,回程,Ruilian Community(Fu-ke Rd.)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,68,榮總北院,120.6056249,24.18922075,回程,Veterans General Hospital North
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,69,國安社區(宜寧中學),120.60659,24.193204,回程,Guo-an Community
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,70,國安國小,120.608695,24.19306667,回程,Guo-An El. School
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,71,國安社區(宜寧中學),120.60659,24.193204,回程,Guo-an Community
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,72,榮總北院,120.6056517,24.18932351,回程,Veterans General Hospital North
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,73,瑞聯天地(東大路),120.604215,24.186847,回程,Ruilian Community(Dongda Rd.)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,74,臺中榮總(東大路),120.602523,24.183208,回程,Taichung Veterans General Hospital(Dongda Stop)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,75,台中精機,120.597452,24.182135,回程,Victor Taichung Machinery
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,76,東海別墅,120.59375,24.1829,回程,Donghai Villa
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,77,台糖公營學苑,120.5912805,24.18380364,回程,Taisugar Learning School
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,78,東海街口,120.588437,24.184802,回程,Donghai St.
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,79,坪頂,120.586135,24.185798,回程,Pingding
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,80,下坪頂,120.5829,24.18717,回程,Xingpingding
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,81,后厝仔,120.58048,24.1992,回程,Houcuozi
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,82,祿清宮,120.58123,24.209142,回程,Luqing Temple
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,83,頂六路,120.58079,24.21365,回程,Dingliu Rd.
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,84,弘光科技大學,120.5804121,24.21734985,回程,Hungkuang University
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,85,晉江里,120.57949,24.220979,回程,Jinjiang Village
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,86,下晉江,120.57809,24.22357,回程,Xiajinjiang
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,87,靜宜大學,120.5771,24.22495,回程,Providence University
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,88,臺灣大道北勢路口,120.57331,24.23102,回程,Taiwan Boulevard-Beishi Rd. Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,89,紅竹巷,120.57129,24.2342,回程,Hongzhu Ln.
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,90,竹林里,120.56994,24.23632,回程,Chulin Village
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,91,竹林國小,120.56765,24.23829,回程,Chu-Lin El. School
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,92,沙鹿高工(臺灣大道),120.56527,24.23937,回程,Sha-Lu Ind. Voc. H.S.(Taiwan Boulevard)
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,93,光華成功東街口,120.565,24.2414,回程,Guanghua-Chenggong E. Intersection
68延(繞國安國小),鹿寮國中  -  中科-中臺科技大學,94,鹿寮國中(光華路),120.566826,24.243745,回程,Luliao J.H.S.
69,龍潭里  -  臺中國際機場,1,龍潭里(環中路),120.627838,24.160414,去程,Longtan Village (Huanzhong Rd.)
69,龍潭里  -  臺中國際機場,2,市政黎明路口,120.6345433,24.16119833,去程,Shizheng-Liming Intersection
69,龍潭里  -  臺中國際機場,3,第六分局(惠來路),120.6395167,24.15948333,去程,6th Precinct(Huilai Rd.)
69,龍潭里  -  臺中國際機場,4,臺中國家歌劇院,120.6414633,24.16246667,去程,National Taichung Theater
69,龍潭里  -  臺中國際機場,5,教師新村,120.6420617,24.16722667,去程,Teachers Community
69,龍潭里  -  臺中國際機場,6,秋紅谷(朝陽橋),120.6396417,24.169015,去程,Maple Garden(Chaoyang Bridge)
69,龍潭里  -  臺中國際機場,7,朝馬(臺灣大道),120.637167,24.170592,去程,Chaoma (Taiwan Boulevard)
69,龍潭里  -  臺中國際機場,8,福安里(臺灣大道),120.624855,24.178494,去程,Fu-an Village(Taiwan Boulevard)
69,龍潭里  -  臺中國際機場,9,統聯轉運站,120.6210852,24.18024103,去程,Ubus Transfer Station
69,龍潭里  -  臺中國際機場,10,中港新城,120.618302,24.181447,去程,Zhonggang Community
69,龍潭里  -  臺中國際機場,11,中港澄清醫院,120.6160333,24.18287833,去程,Cheng Ching Hospital (Chung Kang Branch)
69,龍潭里  -  臺中國際機場,12,臺中捐血中心,120.612875,24.18440833,去程,Taichung  Blood Center
69,龍潭里  -  臺中國際機場,13,臺灣大道玉門路口,120.6106417,24.18468833,去程,Taiwan Boulevard-Yumen Intersection
69,龍潭里  -  臺中國際機場,14,普濟寺,120.6084,24.18431667,去程,Puji Temple
69,龍潭里  -  臺中國際機場,15,東大附中,120.6064533,24.18383833,去程,THU Affiliated H.S.
69,龍潭里  -  臺中國際機場,16,臺中榮總(臺灣大道),120.604911,24.183486,去程,Taichung Veterans General Hospital
69,龍潭里  -  臺中國際機場,17,臺中榮總(東大路),120.60258,24.18345167,去程,Taichung Veterans General Hospital(Dongda Stop)
69,龍潭里  -  臺中國際機場,18,瑞聯天地(東大路),120.60435,24.186755,去程,Ruilian Community(Dongda Rd.)
69,龍潭里  -  臺中國際機場,19,五龍公園,120.605001,24.187973,去程,Wulong Park
69,龍潭里  -  臺中國際機場,20,榮總北院,120.6057283,24.189385,去程,Veterans General Hospital North
69,龍潭里  -  臺中國際機場,21,國安社區(宜寧中學),120.60659,24.193204,去程,Guo-an Community
69,龍潭里  -  臺中國際機場,22,中科站,120.608182,24.197041,去程,Central Taiwan Science Park Stop
69,龍潭里  -  臺中國際機場,23,格網中心,120.610508,24.202881,去程,Grid Computing Centre
69,龍潭里  -  臺中國際機場,24,中科管理局(科雅西路),120.6167908,24.21030045,去程,Central Taiwan Science Park(Keya W. Rd.)
69,龍潭里  -  臺中國際機場,25,科雅西科雅七路口,120.620356,24.217223,去程,Keya W. -Keyay 7th Intersection
69,龍潭里  -  臺中國際機場,26,科雅三科雅路口,120.6243038,24.21917957,去程,Keya 3th-Keya Intersection
69,龍潭里  -  臺中國際機場,27,科雅東科雅四路口,120.6278872,24.22182136,去程,Keya E.-Keye 4th Intersection
69,龍潭里  -  臺中國際機場,28,二期標準廠房,120.628349,24.224453,去程,2nd. standard factory buildings
69,龍潭里  -  臺中國際機場,29,日僑學校,120.6298467,24.226435,去程,Japanese School
69,龍潭里  -  臺中國際機場,30,忠義里(中科實驗高中),120.62391,24.23108833,去程,Zhongyi Village
69,龍潭里  -  臺中國際機場,31,月祥路361巷口,120.6240234,24.23344612,去程,
69,龍潭里  -  臺中國際機場,32,忠義市場(原民中心),120.624475,24.23510333,去程,Zhongyi Market
69,龍潭里  -  臺中國際機場,33,六寶公園,120.625838,24.23705462,去程,Liou Bao Park
69,龍潭里  -  臺中國際機場,34,月祥文化路口,120.6287567,24.24067167,去程,Yuxiang-Wenhua Rd. Intersection
69,龍潭里  -  臺中國際機場,35,福樂新城,120.6267333,24.24247667,去程,Fule Community
69,龍潭里  -  臺中國際機場,36,中清信義路口,120.62235,24.24256,去程,Zhongqing-Xinyi Intersection
69,龍潭里  -  臺中國際機場,37,中清清泉路口,120.6175447,24.24332546,去程,Zhongqing-Qingquan Intersection
69,龍潭里  -  臺中國際機場,38,清泉里,120.614861,24.244236,去程,Qingquan Village
69,龍潭里  -  臺中國際機場,39,清泉派出所,120.610482,24.245612,去程,Qingquan Police Station
69,龍潭里  -  臺中國際機場,40,公明里,120.6082433,24.24654833,去程,Gongming Village
69,龍潭里  -  臺中國際機場,41,樂群二村,120.6056683,24.24772,去程,Lequn 2nd Village
69,龍潭里  -  臺中國際機場,42,中清仁愛巷口,120.6017967,24.24946333,去程,Zongqing-Renai Intersection
69,龍潭里  -  臺中國際機場,43,公明國中,120.600872,24.24962533,去程,Gongming J.H.S.
69,龍潭里  -  臺中國際機場,44,漢翔複材中心,120.5984259,24.25228606,去程,AIDC’s Shar-lu complex
69,龍潭里  -  臺中國際機場,45,臺中國際機場,120.5988121,24.25311752,去程,Taichung Airport
69,龍潭里  -  臺中國際機場,1,臺中國際機場,120.5988121,24.25311752,回程,Taichung Airport
69,龍潭里  -  臺中國際機場,2,漢翔複材中心,120.5984044,24.25234475,回程,AIDC’s Shar-lu complex
69,龍潭里  -  臺中國際機場,3,公明國中,120.6009793,24.24982098,回程,Gongming J.H.S.
69,龍潭里  -  臺中國際機場,4,中清仁愛巷口,120.601785,24.24923333,回程,Zongqing-Renai Intersection
69,龍潭里  -  臺中國際機場,5,樂群二村,120.6057617,24.24744,回程,Lequn 2nd Village
69,龍潭里  -  臺中國際機場,6,公明里,120.6078517,24.24655667,回程,Gongming Village
69,龍潭里  -  臺中國際機場,7,清泉派出所,120.610482,24.245612,回程,Qingquan Police Station
69,龍潭里  -  臺中國際機場,8,清泉里,120.614891,24.244016,回程,Qingquan Village
69,龍潭里  -  臺中國際機場,9,中清清泉路口,120.6175661,24.24336459,回程,Zhongqing-Qingquan Intersection
69,龍潭里  -  臺中國際機場,10,中清信義路口,120.6203985,24.24250371,回程,Zhongqing-Xinyi Intersection
69,龍潭里  -  臺中國際機場,11,福樂新城,120.6273467,24.24221667,回程,Fule Community
69,龍潭里  -  臺中國際機場,12,月祥文化路口,120.6282091,24.24053737,回程,Yuxiang-Wenhua Rd. Intersection
69,龍潭里  -  臺中國際機場,13,六寶公園,120.625838,24.23702527,回程,Liou Bao Park
69,龍潭里  -  臺中國際機場,14,忠義市場(原民中心),120.6243917,24.23497,回程,Zhongyi Market
69,龍潭里  -  臺中國際機場,15,月祥路361巷口,120.6241913,24.23339272,回程,
69,龍潭里  -  臺中國際機場,16,忠義里(中科實驗高中),120.62391,24.23108833,回程,Zhongyi Village
69,龍潭里  -  臺中國際機場,17,日僑學校,120.6297033,24.22654667,回程,Japanese School
69,龍潭里  -  臺中國際機場,18,二期標準廠房,120.628349,24.224453,回程,2nd. standard factory buildings
69,龍潭里  -  臺中國際機場,19,科雅東科雅四路口,120.6279087,24.2217333,回程,Keya E.-Keye 4th Intersection
69,龍潭里  -  臺中國際機場,20,科雅三科雅路口,120.624518,24.218749,回程,Keya 3th-Keya Intersection
69,龍潭里  -  臺中國際機場,21,科雅西科雅七路口,120.620356,24.217223,回程,Keya W. -Keyay 7th Intersection
69,龍潭里  -  臺中國際機場,22,中科管理局(科雅西路),120.6167908,24.21030045,回程,Central Taiwan Science Park(Keya W. Rd.)
69,龍潭里  -  臺中國際機場,23,格網中心,120.610508,24.202881,回程,Grid Computing Centre
69,龍潭里  -  臺中國際機場,24,中科站,120.607914,24.196708,回程,Central Taiwan Science Park Stop
69,龍潭里  -  臺中國際機場,25,國安社區(宜寧中學),120.60659,24.193204,回程,Guo-an Community
69,龍潭里  -  臺中國際機場,26,榮總北院,120.6055833,24.189335,回程,Veterans General Hospital North
69,龍潭里  -  臺中國際機場,27,五龍公園,120.605001,24.187973,回程,Wulong Park
69,龍潭里  -  臺中國際機場,28,瑞聯天地(東大路),120.604195,24.18677333,回程,Ruilian Community(Dongda Rd.)
69,龍潭里  -  臺中國際機場,29,臺中榮總(臺灣大道),120.604582,24.183038,回程,Taichung Veterans General Hospital
69,龍潭里  -  臺中國際機場,30,東大附中,120.6065933,24.18354167,回程,THU Affiliated H.S.
69,龍潭里  -  臺中國際機場,31,普濟寺,120.6083667,24.183965,回程,Puji Temple
69,龍潭里  -  臺中國際機場,32,臺灣大道玉門路口,120.610013,24.18436151,回程,Taiwan Boulevard-Yumen Intersection
69,龍潭里  -  臺中國際機場,33,臺中捐血中心,120.61256,24.184115,回程,Taichung  Blood Center
69,龍潭里  -  臺中國際機場,34,中港澄清醫院,120.6157967,24.18267333,回程,Cheng Ching Hospital (Chung Kang Branch)
69,龍潭里  -  臺中國際機場,35,中港新城,120.6195602,24.18121338,回程,Zhonggang New Community
69,龍潭里  -  臺中國際機場,36,統聯轉運站,120.6210852,24.18024103,回程,Ubus Transfer Station
69,龍潭里  -  臺中國際機場,37,福安里(臺灣大道),120.623736,24.178703,回程,Fu-an Village(Taiwan Boulevard)
69,龍潭里  -  臺中國際機場,38,朝馬(臺灣大道),120.637167,24.170592,回程,Chaoma (Taiwan Boulevard)
69,龍潭里  -  臺中國際機場,39,秋紅谷(朝陽橋),120.6397717,24.16838333,回程,Maple Garden(Chaoyang Bridge)
69,龍潭里  -  臺中國際機場,40,教師新村,120.6416183,24.16697167,回程,Teachers Community
69,龍潭里  -  臺中國際機場,41,新光三越(惠來路一),120.642995,24.16472167,回程,Mitsukoshi Dept. Store (Huilai Rd. 1)
69,龍潭里  -  臺中國際機場,42,臺中國家歌劇院,120.64146,24.16247,回程,National Taichung Theater
69,龍潭里  -  臺中國際機場,43,第六分局(惠來路),120.6393867,24.159505,回程,6th Precinct(Huilai Rd.)
69,龍潭里  -  臺中國際機場,44,市政黎明路口,120.634495,24.161405,回程,Shizheng-Liming Intersection
69,龍潭里  -  臺中國際機場,45,龍潭里(環中路),120.62735,24.160794,回程,Longtan Village (Huanzhong Rd.)
69繞,龍潭里-臺中國際機場,1,龍潭里(環中路),120.627838,24.160414,去程,Longtan Village (Huanzhong Rd.)
69繞,龍潭里-臺中國際機場,2,市政黎明路口,120.6345433,24.16119833,去程,Shizheng-Liming Intersection
69繞,龍潭里-臺中國際機場,3,第六分局(惠來路),120.6395167,24.15948333,去程,6th Precinct(Huilai Rd.)
69繞,龍潭里-臺中國際機場,4,臺中國家歌劇院,120.6414633,24.16246667,去程,National Taichung Theater
69繞,龍潭里-臺中國際機場,5,教師新村,120.6420617,24.16722667,去程,Teachers Community
69繞,龍潭里-臺中國際機場,6,秋紅谷(朝陽橋),120.6396417,24.169015,去程,Maple Garden(Chaoyang Bridge)
69繞,龍潭里-臺中國際機場,7,朝馬(臺灣大道),120.637167,24.170592,去程,Chaoma (Taiwan Boulevard)
69繞,龍潭里-臺中國際機場,8,福安里(臺灣大道),120.6240034,24.17870928,去程,Fu-an Village(Taiwan Boulevard)
69繞,龍潭里-臺中國際機場,9,統聯轉運站,120.6210852,24.18024103,去程,Ubus Transfer Station
69繞,龍潭里-臺中國際機場,10,中港新城,120.618302,24.181447,去程,Zhonggang Community
69繞,龍潭里-臺中國際機場,11,中港澄清醫院,120.6160333,24.18287833,去程,Cheng Ching Hospital (Chung Kang Branch)
69繞,龍潭里-臺中國際機場,12,臺中捐血中心,120.612875,24.18440833,去程,Taichung  Blood Center
69繞,龍潭里-臺中國際機場,13,臺灣大道玉門路口,120.6106417,24.18468833,去程,Taiwan Boulevard-Yumen Intersection
69繞,龍潭里-臺中國際機場,14,普濟寺,120.6084,24.18431667,去程,Puji Temple
69繞,龍潭里-臺中國際機場,15,東大附中,120.6064533,24.18383833,去程,THU Affiliated H.S.
69繞,龍潭里-臺中國際機場,16,臺中榮總(臺灣大道),120.604911,24.183486,去程,Taichung Veterans General Hospital
69繞,龍潭里-臺中國際機場,17,臺中榮總(東大路),120.6026867,24.18346667,去程,Taichung Veterans General Hospital(Dongda Stop)
69繞,龍潭里-臺中國際機場,18,瑞聯天地(東大路),120.60435,24.186755,去程,Ruilian Community(Dongda Rd.)
69繞,龍潭里-臺中國際機場,19,五龍公園,120.605001,24.187973,去程,Wulong Park
69繞,龍潭里-臺中國際機場,20,榮總北院,120.6057283,24.189385,去程,Veterans General Hospital North
69繞,龍潭里-臺中國際機場,21,國安社區(宜寧中學),120.60659,24.193204,去程,Guo-an Community
69繞,龍潭里-臺中國際機場,22,中科站,120.608182,24.197041,去程,Central Taiwan Science Park Stop
69繞,龍潭里-臺中國際機場,23,格網中心,120.610508,24.202881,去程,Grid Computing Centre
69繞,龍潭里-臺中國際機場,24,營區口,120.6118155,24.20759417,去程,Army Camp Entrance
69繞,龍潭里-臺中國際機場,25,臺中高爾夫球場,120.6149216,24.21791267,去程,Taichung Golf & Country Club
69繞,龍潭里-臺中國際機場,26,清泉崗靶場,120.614183,24.222587,去程,Ching Chuan Bachang
69繞,龍潭里-臺中國際機場,27,大度山墓園寶塔,120.6133497,24.22784835,去程,Dadu shan Cemetery pagoda
69繞,龍潭里-臺中國際機場,28,櫻花大屯,120.6141007,24.23564584,去程,Sakura Community
69繞,龍潭里-臺中國際機場,29,清泉里活動中心,120.6147444,24.24090912,去程,Qingquan Village Community Center
69繞,龍潭里-臺中國際機場,30,清泉里,120.614861,24.244236,去程,Qingquan Village
69繞,龍潭里-臺中國際機場,31,清泉派出所,120.610482,24.245612,去程,Qingquan Police Station
69繞,龍潭里-臺中國際機場,32,公明里,120.6082433,24.24654833,去程,Gongming Village
69繞,龍潭里-臺中國際機場,33,樂群二村,120.6056683,24.24772,去程,Lequn 2nd Village
69繞,龍潭里-臺中國際機場,34,中清仁愛巷口,120.601785,24.24923333,去程,Zongqing-Renai Intersection
69繞,龍潭里-臺中國際機場,35,公明國中,120.600872,24.24962533,去程,Gongming J.H.S.
69繞,龍潭里-臺中國際機場,36,漢翔複材中心,120.5984259,24.25228606,去程,AIDC’s Shar-lu complex
69繞,龍潭里-臺中國際機場,37,臺中國際機場,120.5988121,24.25311752,去程,Taichung Airport
69繞,龍潭里-臺中國際機場,1,臺中國際機場,120.5988121,24.25311752,回程,Taichung Airport
69繞,龍潭里-臺中國際機場,2,漢翔複材中心,120.5984044,24.25234475,回程,AIDC’s Shar-lu complex
69繞,龍潭里-臺中國際機場,3,公明國中,120.6009793,24.24982098,回程,Gongming J.H.S.
69繞,龍潭里-臺中國際機場,4,中清仁愛巷口,120.601785,24.24923333,回程,Zongqing-Renai Intersection
69繞,龍潭里-臺中國際機場,5,樂群二村,120.6057617,24.24744,回程,Lequn 2nd Village
69繞,龍潭里-臺中國際機場,6,公明里,120.6078517,24.24655667,回程,Gongming Village
69繞,龍潭里-臺中國際機場,7,清泉派出所,120.610482,24.245612,回程,Qingquan Police Station
69繞,龍潭里-臺中國際機場,8,清泉里,120.614891,24.244016,回程,Qingquan Village
69繞,龍潭里-臺中國際機場,9,清泉里活動中心,120.6147444,24.24090912,回程,Qingquan Village Community Center
69繞,龍潭里-臺中國際機場,10,櫻花大屯,120.6141007,24.23564584,回程,Sakura Community
69繞,龍潭里-臺中國際機場,11,大度山墓園寶塔,120.6133497,24.22784835,回程,Dadu shan Cemetery pagoda
69繞,龍潭里-臺中國際機場,12,清泉崗靶場,120.614183,24.222587,回程,Ching Chuan Bachang
69繞,龍潭里-臺中國際機場,13,臺中高爾夫球場,120.6147003,24.21797562,回程,Taichung Golf & Country Club
69繞,龍潭里-臺中國際機場,14,營區口,120.6118155,24.20759417,回程,Army Camp Entrance
69繞,龍潭里-臺中國際機場,15,格網中心,120.610508,24.202881,回程,Grid Computing Centre
69繞,龍潭里-臺中國際機場,16,中科站,120.607914,24.196708,回程,Central Taiwan Science Park Stop
69繞,龍潭里-臺中國際機場,17,國安社區(宜寧中學),120.60659,24.193204,回程,Guo-an Community
69繞,龍潭里-臺中國際機場,18,榮總北院,120.6055833,24.189335,回程,Veterans General Hospital North
69繞,龍潭里-臺中國際機場,19,五龍公園,120.605001,24.187973,回程,Wulong Park
69繞,龍潭里-臺中國際機場,20,瑞聯天地(東大路),120.604195,24.18677333,回程,Ruilian Community(Dongda Rd.)
69繞,龍潭里-臺中國際機場,21,臺中榮總(臺灣大道),120.604582,24.183038,回程,Taichung Veterans General Hospital
69繞,龍潭里-臺中國際機場,22,東大附中,120.6065933,24.18354167,回程,THU Affiliated H.S.
69繞,龍潭里-臺中國際機場,23,普濟寺,120.6083667,24.183965,回程,Puji Temple
69繞,龍潭里-臺中國際機場,24,臺灣大道玉門路口,120.6106417,24.18468833,回程,Taiwan Boulevard-Yumen Intersection
69繞,龍潭里-臺中國際機場,25,臺中捐血中心,120.61256,24.184115,回程,Taichung  Blood Center
69繞,龍潭里-臺中國際機場,26,中港澄清醫院,120.6157967,24.18267333,回程,Cheng Ching Hospital (Chung Kang Branch)
69繞,龍潭里-臺中國際機場,27,中港新城,120.6195602,24.18121338,回程,Zhonggang New Community
69繞,龍潭里-臺中國際機場,28,統聯轉運站,120.6210852,24.18024103,回程,Ubus Transfer Station
69繞,龍潭里-臺中國際機場,29,福安里(臺灣大道),120.6240034,24.17870928,回程,Fu-an Village(Taiwan Boulevard)
69繞,龍潭里-臺中國際機場,30,朝馬(臺灣大道),120.637167,24.170592,回程,Chaoma (Taiwan Boulevard)
69繞,龍潭里-臺中國際機場,31,秋紅谷(朝陽橋),120.6397717,24.16838333,回程,Maple Garden(Chaoyang Bridge)
69繞,龍潭里-臺中國際機場,32,教師新村,120.6416183,24.16697167,回程,Teachers Community
69繞,龍潭里-臺中國際機場,33,新光三越(惠來路一),120.642995,24.16472167,回程,Mitsukoshi Dept. Store (Huilai Rd. 1)
69繞,龍潭里-臺中國際機場,34,臺中國家歌劇院,120.64146,24.16247,回程,National Taichung Theater
69繞,龍潭里-臺中國際機場,35,第六分局(惠來路),120.6393867,24.159505,回程,6th Precinct(Huilai Rd.)
69繞,龍潭里-臺中國際機場,36,市政黎明路口,120.634495,24.161405,回程,Shizheng-Liming Intersection
69繞,龍潭里-臺中國際機場,37,龍潭里(環中路),120.62735,24.160794,回程,Longtan Village (Huanzhong Rd.)
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,1,嶺東科技大學(永春南路),120.60906,24.13851,去程,Ling Tung University(Yongchun S. Rd.)
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,2,嶺東高中,120.611405,24.13851167,去程,Ling Tung H.S.
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,3,春社派出所,120.611907,24.136117,去程,Cuenshe Police Station
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,4,彩虹眷村,120.611327,24.134033,去程,Rainbow Village
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,5,南屯同安厝,120.610493,24.13168,去程,Nantun Tong'ancuo
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,6,同安南北巷口,120.609078,24.12914,去程,Tongan-Nanbei  Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,7,成功嶺3號門,120.607482,24.12644,去程,Chenggongling 3th Gate
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,8,烏日學田里,120.606892,24.124545,去程,Wuri Xuetian Village
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,9,學田活動中心,120.607298,24.122215,去程,Xuetian Actirity Center
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,10,學田診所,120.607773,24.120632,去程,Xuetian Clinic
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,11,幸記公司,120.608017,24.118063,去程,Lucky Company
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,12,高鐵學田路口,120.6082687,24.11382294,去程,Gaotie-Xuetian Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,13,高鐵臺中站,120.615897,24.111169,去程,HSR Taichung Station
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,14,啤酒廠美食街,120.625678,24.110463,去程,Wurih Brewery Food St.
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,15,烏日啤酒廠,120.6260733,24.11210667,去程,Wuri Brewery
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,16,中和新村,120.6260833,24.11376333,去程,Zhonghe Community
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,17,昌興新村,120.6269817,24.11654833,去程,Changxing Community
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,18,中和(黎明路),120.6277847,24.11836815,去程,Zhonghe(Liming Rd.)
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,19,鎮平國小,120.6291033,24.121115,去程,Zhangping El. School
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,20,鎮平環中路口,120.63149,24.12513,去程,Zhenping-Huanzhong Rd. Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,21,鎮平里,120.63364,24.12868,去程,Zhenping Village
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,22,下豐樂里,120.6348583,24.13075,去程,Xia Fengle Village
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,23,黎明文心南五路口,120.6357167,24.13288,去程,Liming-Wenxin S. 5th Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,24,黎明永春東路口,120.6365017,24.13497833,去程,Liming-Yongchun E. Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,25,萬和國中,120.6409,24.13481333,去程,Wanhe J.H.S.
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,26,第四分局,120.643483,24.134782,去程,4th Precinct Taichung Police Bureau
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,27,永春國小,120.647345,24.13471667,去程,Yong-Chun El. School
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,28,永春東大墩南路口,120.65091,24.13487,去程,YongChun E.-Dadun S. Rd. Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,29,東興南屯路口,120.6530833,24.13622,去程,Dongxing-Nantun Intersection
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,30,東興大墩二街口,120.6529567,24.13879667,去程,Dongxing-Dadun 2nd Intersection
