路線,路線名稱,站序,中文站點名稱,人數
A1,臺中國際機場-美術館,1,臺中國際機場,0
A1,臺中國際機場-美術館,2,新烏日火車站,0
A1,臺中國際機場-美術館,3,永春東七路,0
A1,臺中國際機場-美術館,4,黎明路,0
A1,臺中國際機場-美術館,5,文心路一段,0
A1,臺中國際機場-美術館,6,東興路二段,0
A1,臺中國際機場-美術館,7,忠明南路,0
A1,臺中國際機場-美術館,8,美術館,0
A1,臺中國際機場-美術館,1,美術館,0
A1,臺中國際機場-美術館,2,忠明南路,0
A1,臺中國際機場-美術館,3,東興路二段,0
A1,臺中國際機場-美術館,4,文心路一段,0
A1,臺中國際機場-美術館,5,黎明路,0
A1,臺中國際機場-美術館,6,永春東七路,0
A1,臺中國際機場-美術館,7,新烏日火車站,0
A1,臺中國際機場-美術館,8,臺中國際機場,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,1,靜宜大學,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,2,晉江寮,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,3,弘光科技大學,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,4,正英路,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,5,坪頂,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,6,東海別墅,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,7,榮總/東海大學,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,8,玉門路,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,9,澄清醫院,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,10,中港新城,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,11,福安,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,12,秋紅谷,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,13,新光/遠百,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,14,市政府,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,15,頂何厝,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,16,忠明國小,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,17,科博館,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,18,中正國小,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,19,茄苳腳,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,20,臺灣大道原子街口,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,21,臺灣大道中華路口,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,22,仁愛醫院,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,23,第二市場(臺灣大道),0
300,靜宜大學 - 臺中火車站 - 靜宜大學,24,彰化銀行(臺灣大道),0
300,靜宜大學 - 臺中火車站 - 靜宜大學,25,第一廣場,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,1,第一廣場,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,2,第二市場(臺灣大道),0
300,靜宜大學 - 臺中火車站 - 靜宜大學,3,仁愛醫院,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,4,臺灣大道中華路口,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,5,臺灣大道原子街口,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,6,茄苳腳,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,7,中正國小,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,8,科博館,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,9,忠明國小,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,10,頂何厝,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,11,市政府,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,12,新光/遠百,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,13,秋紅谷,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,14,福安,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,15,中港新城,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,16,澄清醫院,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,17,玉門路,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,18,榮總/東海大學,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,19,東海別墅,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,20,坪頂,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,21,正英路,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,22,弘光科技大學,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,23,晉江寮,0
300,靜宜大學 - 臺中火車站 - 靜宜大學,24,靜宜大學,0
301,靜宜大學-新民高中,1,靜宜大學,0
301,靜宜大學-新民高中,2,晉江寮,0
301,靜宜大學-新民高中,3,弘光科技大學,0
301,靜宜大學-新民高中,4,正英路,0
301,靜宜大學-新民高中,5,坪頂,0
301,靜宜大學-新民高中,6,東海別墅,0
301,靜宜大學-新民高中,7,榮總/東海大學,0
301,靜宜大學-新民高中,8,玉門路,0
301,靜宜大學-新民高中,9,澄清醫院,0
301,靜宜大學-新民高中,10,中港新城,0
301,靜宜大學-新民高中,11,福安,0
301,靜宜大學-新民高中,12,秋紅谷,0
301,靜宜大學-新民高中,13,新光/遠百,0
301,靜宜大學-新民高中,14,市政府,0
301,靜宜大學-新民高中,15,頂何厝,0
301,靜宜大學-新民高中,16,忠明國小,0
301,靜宜大學-新民高中,17,科博館,0
301,靜宜大學-新民高中,18,中正國小,0
301,靜宜大學-新民高中,19,茄苳腳,0
301,靜宜大學-新民高中,20,臺灣大道原子街口,0
301,靜宜大學-新民高中,21,臺灣大道中華路口,0
301,靜宜大學-新民高中,22,仁愛醫院,0
301,靜宜大學-新民高中,23,第二市場(臺灣大道),0
301,靜宜大學-新民高中,24,彰化銀行(臺灣大道),0
301,靜宜大學-新民高中,25,第一廣場,0
301,靜宜大學-新民高中,26,干城站,0
301,靜宜大學-新民高中,27,臺中公園(雙十路),0
301,靜宜大學-新民高中,28,中興堂,0
301,靜宜大學-新民高中,29,國立臺中科技大學,0
301,靜宜大學-新民高中,30,中友百貨,0
301,靜宜大學-新民高中,31,市立殯儀館,0
301,靜宜大學-新民高中,32,新民高中(健行路),0
301,靜宜大學-新民高中,1,新民高中(健行路),0
301,靜宜大學-新民高中,2,寶覺寺,0
301,靜宜大學-新民高中,3,新民高中(三民路),0
301,靜宜大學-新民高中,4,一心市場,0
301,靜宜大學-新民高中,5,中友百貨,0
301,靜宜大學-新民高中,6,國立臺中科技大學,0
301,靜宜大學-新民高中,7,中興堂,0
301,靜宜大學-新民高中,8,臺中公園(雙十路),0
301,靜宜大學-新民高中,9,干城站,0
301,靜宜大學-新民高中,10,臺中火車站,0
301,靜宜大學-新民高中,11,第一廣場,0
301,靜宜大學-新民高中,12,彰化銀行(臺灣大道),0
301,靜宜大學-新民高中,13,第二市場(臺灣大道),0
301,靜宜大學-新民高中,14,仁愛醫院,0
301,靜宜大學-新民高中,15,臺灣大道中華路口,0
301,靜宜大學-新民高中,16,臺灣大道原子街口,0
301,靜宜大學-新民高中,17,茄苳腳,0
301,靜宜大學-新民高中,18,中正國小,0
301,靜宜大學-新民高中,19,科博館,0
301,靜宜大學-新民高中,20,忠明國小,0
301,靜宜大學-新民高中,21,頂何厝,0
301,靜宜大學-新民高中,22,市政府,0
301,靜宜大學-新民高中,23,新光/遠百,0
301,靜宜大學-新民高中,24,秋紅谷,0
301,靜宜大學-新民高中,25,福安,0
301,靜宜大學-新民高中,26,中港新城,0
301,靜宜大學-新民高中,27,澄清醫院,0
301,靜宜大學-新民高中,28,玉門路,0
301,靜宜大學-新民高中,29,榮總/東海大學,0
301,靜宜大學-新民高中,30,東海別墅,0
301,靜宜大學-新民高中,31,坪頂,0
301,靜宜大學-新民高中,32,正英路,0
301,靜宜大學-新民高中,33,弘光科技大學,0
301,靜宜大學-新民高中,34,晉江寮,0
301,靜宜大學-新民高中,35,靜宜大學,0
302,臺中國際機場-臺中公園,1,臺中國際機場,0
302,臺中國際機場-臺中公園,2,西勢寮,0
302,臺中國際機場-臺中公園,3,犁份,0
302,臺中國際機場-臺中公園,4,竹林里,0
302,臺中國際機場-臺中公園,5,紅竹巷,0
302,臺中國際機場-臺中公園,6,臺灣大道北勢路口,0
302,臺中國際機場-臺中公園,7,靜宜大學,0
302,臺中國際機場-臺中公園,8,晉江寮,0
302,臺中國際機場-臺中公園,9,弘光科技大學,0
302,臺中國際機場-臺中公園,10,正英路,0
302,臺中國際機場-臺中公園,11,坪頂,0
302,臺中國際機場-臺中公園,12,東海別墅,0
302,臺中國際機場-臺中公園,13,榮總/東海大學,0
302,臺中國際機場-臺中公園,14,玉門路,0
302,臺中國際機場-臺中公園,15,澄清醫院,0
302,臺中國際機場-臺中公園,16,中港新城,0
302,臺中國際機場-臺中公園,17,福安,0
302,臺中國際機場-臺中公園,18,秋紅谷,0
302,臺中國際機場-臺中公園,19,新光/遠百,0
302,臺中國際機場-臺中公園,20,市政府,0
302,臺中國際機場-臺中公園,21,頂何厝,0
302,臺中國際機場-臺中公園,22,忠明國小,0
302,臺中國際機場-臺中公園,23,科博館,0
302,臺中國際機場-臺中公園,24,中正國小,0
302,臺中國際機場-臺中公園,25,茄苳腳,0
302,臺中國際機場-臺中公園,26,臺灣大道原子街口,0
302,臺中國際機場-臺中公園,27,臺灣大道中華路口,0
302,臺中國際機場-臺中公園,28,仁愛醫院,0
302,臺中國際機場-臺中公園,29,第二市場(臺灣大道),0
302,臺中國際機場-臺中公園,30,彰化銀行(臺灣大道),0
302,臺中國際機場-臺中公園,31,第一廣場,0
302,臺中國際機場-臺中公園,32,干城站,0
302,臺中國際機場-臺中公園,33,臺中公園(雙十路),0
302,臺中國際機場-臺中公園,1,臺中公園(雙十路),0
302,臺中國際機場-臺中公園,2,干城站,0
302,臺中國際機場-臺中公園,3,臺中火車站,0
302,臺中國際機場-臺中公園,4,第一廣場,0
302,臺中國際機場-臺中公園,5,彰化銀行(臺灣大道),0
302,臺中國際機場-臺中公園,6,第二市場(臺灣大道),0
302,臺中國際機場-臺中公園,7,仁愛醫院,0
302,臺中國際機場-臺中公園,8,臺灣大道中華路口,0
302,臺中國際機場-臺中公園,9,臺灣大道原子街口,0
302,臺中國際機場-臺中公園,10,茄苳腳,0
302,臺中國際機場-臺中公園,11,中正國小,0
302,臺中國際機場-臺中公園,12,科博館,0
302,臺中國際機場-臺中公園,13,忠明國小,0
302,臺中國際機場-臺中公園,14,頂何厝,0
302,臺中國際機場-臺中公園,15,市政府,0
302,臺中國際機場-臺中公園,16,新光/遠百,0
302,臺中國際機場-臺中公園,17,秋紅谷,0
302,臺中國際機場-臺中公園,18,福安,0
302,臺中國際機場-臺中公園,19,中港新城,0
302,臺中國際機場-臺中公園,20,澄清醫院,0
302,臺中國際機場-臺中公園,21,玉門路,0
302,臺中國際機場-臺中公園,22,榮總/東海大學,0
302,臺中國際機場-臺中公園,23,東海別墅,0
302,臺中國際機場-臺中公園,24,坪頂,0
302,臺中國際機場-臺中公園,25,正英路,0
302,臺中國際機場-臺中公園,26,弘光科技大學,0
302,臺中國際機場-臺中公園,27,晉江寮,0
302,臺中國際機場-臺中公園,28,靜宜大學,0
302,臺中國際機場-臺中公園,29,臺灣大道北勢路口,0
302,臺中國際機場-臺中公園,30,紅竹巷,0
302,臺中國際機場-臺中公園,31,竹林里,0
302,臺中國際機場-臺中公園,32,犁份,0
302,臺中國際機場-臺中公園,33,臺中國際機場,0
303,港區藝術中心-新民高中,1,港區藝術中心(鎮政路),0
303,港區藝術中心-新民高中,2,清水區公所(鎮政路),0
303,港區藝術中心-新民高中,3,清水國中,0
303,港區藝術中心-新民高中,4,銀聯二村,0
303,港區藝術中心-新民高中,5,社口,0
303,港區藝術中心-新民高中,6,鰲峰西社路口,0
303,港區藝術中心-新民高中,7,分局前,0
303,港區藝術中心-新民高中,8,華南銀行(清水分行),0
303,港區藝術中心-新民高中,9,清水高中(中山路),0
303,港區藝術中心-新民高中,10,清水火車站(中山路),0
303,港區藝術中心-新民高中,11,中山星河路口,0
303,港區藝術中心-新民高中,12,鹿峰里,0
303,港區藝術中心-新民高中,13,勞工育樂中心,0
303,港區藝術中心-新民高中,14,中峰,0
303,港區藝術中心-新民高中,15,中山長春路口,0
303,港區藝術中心-新民高中,16,鹿寮,0
303,港區藝術中心-新民高中,17,鹿寮成衣商圈,0
303,港區藝術中心-新民高中,18,家扶中心,0
303,港區藝術中心-新民高中,19,鹿寮國中(光大路),0
303,港區藝術中心-新民高中,20,光華成功東街口,0
303,港區藝術中心-新民高中,21,沙鹿高工(臺灣大道),0
303,港區藝術中心-新民高中,22,竹林國小,0
303,港區藝術中心-新民高中,23,竹林里,0
303,港區藝術中心-新民高中,24,紅竹巷,0
303,港區藝術中心-新民高中,25,臺灣大道北勢路口,0
303,港區藝術中心-新民高中,26,靜宜大學,0
303,港區藝術中心-新民高中,27,晉江寮,0
303,港區藝術中心-新民高中,28,弘光科技大學,0
303,港區藝術中心-新民高中,29,正英路,0
303,港區藝術中心-新民高中,30,坪頂,0
303,港區藝術中心-新民高中,31,東海別墅,0
303,港區藝術中心-新民高中,32,榮總/東海大學,0
303,港區藝術中心-新民高中,33,玉門路,0
303,港區藝術中心-新民高中,34,澄清醫院,0
303,港區藝術中心-新民高中,35,中港新城,0
303,港區藝術中心-新民高中,36,福安,0
303,港區藝術中心-新民高中,37,秋紅谷,0
303,港區藝術中心-新民高中,38,新光/遠百,0
303,港區藝術中心-新民高中,39,市政府,0
303,港區藝術中心-新民高中,40,頂何厝,0
303,港區藝術中心-新民高中,41,忠明國小,0
303,港區藝術中心-新民高中,42,科博館,0
303,港區藝術中心-新民高中,43,中正國小,0
303,港區藝術中心-新民高中,44,茄苳腳,0
303,港區藝術中心-新民高中,45,臺灣大道原子街口,0
303,港區藝術中心-新民高中,46,臺灣大道中華路口,0
303,港區藝術中心-新民高中,47,仁愛醫院,0
303,港區藝術中心-新民高中,48,第二市場(臺灣大道),0
303,港區藝術中心-新民高中,49,彰化銀行(臺灣大道),0
303,港區藝術中心-新民高中,50,第一廣場,0
303,港區藝術中心-新民高中,51,干城站,0
303,港區藝術中心-新民高中,52,臺中公園(雙十路),0
303,港區藝術中心-新民高中,53,中興堂,0
303,港區藝術中心-新民高中,54,國立臺中科技大學,0
303,港區藝術中心-新民高中,55,中友百貨,0
303,港區藝術中心-新民高中,56,市立殯儀館,0
303,港區藝術中心-新民高中,57,新民高中(健行路),0
303,港區藝術中心-新民高中,1,新民高中(健行路),0
303,港區藝術中心-新民高中,2,寶覺寺,0
303,港區藝術中心-新民高中,3,新民高中(三民路),0
303,港區藝術中心-新民高中,4,一心市場,0
303,港區藝術中心-新民高中,5,中友百貨,0
303,港區藝術中心-新民高中,6,國立臺中科技大學,0
303,港區藝術中心-新民高中,7,中興堂,0
303,港區藝術中心-新民高中,8,臺中公園(雙十路),0
303,港區藝術中心-新民高中,9,干城站,0
303,港區藝術中心-新民高中,10,臺中火車站,0
303,港區藝術中心-新民高中,11,第一廣場,0
303,港區藝術中心-新民高中,12,彰化銀行(臺灣大道),0
303,港區藝術中心-新民高中,13,第二市場(臺灣大道),0
303,港區藝術中心-新民高中,14,仁愛醫院,0
303,港區藝術中心-新民高中,15,臺灣大道中華路口,0
303,港區藝術中心-新民高中,16,臺灣大道原子街口,0
303,港區藝術中心-新民高中,17,茄苳腳,0
303,港區藝術中心-新民高中,18,中正國小,0
303,港區藝術中心-新民高中,19,科博館,0
303,港區藝術中心-新民高中,20,忠明國小,0
303,港區藝術中心-新民高中,21,頂何厝,0
303,港區藝術中心-新民高中,22,市政府,0
303,港區藝術中心-新民高中,23,新光/遠百,0
303,港區藝術中心-新民高中,24,秋紅谷,0
303,港區藝術中心-新民高中,25,福安,0
303,港區藝術中心-新民高中,26,中港新城,0
303,港區藝術中心-新民高中,27,澄清醫院,0
303,港區藝術中心-新民高中,28,玉門路,0
303,港區藝術中心-新民高中,29,榮總/東海大學,0
303,港區藝術中心-新民高中,30,東海別墅,0
303,港區藝術中心-新民高中,31,坪頂,0
303,港區藝術中心-新民高中,32,正英路,0
303,港區藝術中心-新民高中,33,弘光科技大學,0
303,港區藝術中心-新民高中,34,晉江寮,0
303,港區藝術中心-新民高中,35,靜宜大學,0
303,港區藝術中心-新民高中,36,臺灣大道北勢路口,0
303,港區藝術中心-新民高中,37,紅竹巷,0
303,港區藝術中心-新民高中,38,竹林里,0
303,港區藝術中心-新民高中,39,竹林國小,0
303,港區藝術中心-新民高中,40,沙鹿高工(臺灣大道),0
303,港區藝術中心-新民高中,41,光華成功東街口,0
303,港區藝術中心-新民高中,42,鹿寮國中(光大路),0
303,港區藝術中心-新民高中,43,家扶中心,0
303,港區藝術中心-新民高中,44,鹿寮成衣商圈,0
303,港區藝術中心-新民高中,45,鹿寮,0
303,港區藝術中心-新民高中,46,中山長春路口,0
303,港區藝術中心-新民高中,47,中峰,0
303,港區藝術中心-新民高中,48,勞工育樂中心,0
303,港區藝術中心-新民高中,49,鹿峰里,0
303,港區藝術中心-新民高中,50,中山星河路口,0
303,港區藝術中心-新民高中,51,清水火車站(中山路),0
303,港區藝術中心-新民高中,52,清水高中(中山路),0
303,港區藝術中心-新民高中,53,華南銀行(清水分行),0
303,港區藝術中心-新民高中,54,分局前,0
303,港區藝術中心-新民高中,55,鰲峰西社路口,0
303,港區藝術中心-新民高中,56,社口,0
303,港區藝術中心-新民高中,57,銀聯二村,0
303,港區藝術中心-新民高中,58,清水國中,0
303,港區藝術中心-新民高中,59,清水區公所(鎮政路),0
303,港區藝術中心-新民高中,60,港區藝術中心(鎮政路),0
304,港區藝術中心-新民高中,1,港區藝術中心(鎮政路),0
304,港區藝術中心-新民高中,2,南社郵局,0
304,港區藝術中心-新民高中,3,五權南平等路口,0
304,港區藝術中心-新民高中,4,慈濟靜思堂(五權路),0
304,港區藝術中心-新民高中,5,五權華江北街口,0
304,港區藝術中心-新民高中,6,五權民享路口,0
304,港區藝術中心-新民高中,7,五權民有路口,0
304,港區藝術中心-新民高中,8,五權東鎮新路口,0
304,港區藝術中心-新民高中,9,西寧國小,0
304,港區藝術中心-新民高中,10,中山高美路口,0
304,港區藝術中心-新民高中,11,中山董公街口,0
304,港區藝術中心-新民高中,12,清水,0
304,港區藝術中心-新民高中,13,華南銀行(清水分行),0
304,港區藝術中心-新民高中,14,清水高中(中山路),0
304,港區藝術中心-新民高中,15,清水火車站(中山路),0
304,港區藝術中心-新民高中,16,中山星河路口,0
304,港區藝術中心-新民高中,17,鹿峰里,0
304,港區藝術中心-新民高中,18,勞工育樂中心,0
304,港區藝術中心-新民高中,19,中峰,0
304,港區藝術中心-新民高中,20,中山長春路口,0
304,港區藝術中心-新民高中,21,鹿寮,0
304,港區藝術中心-新民高中,22,鹿寮成衣商圈,0
304,港區藝術中心-新民高中,23,家扶中心,0
304,港區藝術中心-新民高中,24,文化莊,0
304,港區藝術中心-新民高中,25,童綜合醫院(沙鹿院區),0
304,港區藝術中心-新民高中,26,居仁里,0
304,港區藝術中心-新民高中,27,沙鹿高工(臺灣大道),0
304,港區藝術中心-新民高中,28,竹林國小,0
304,港區藝術中心-新民高中,29,竹林里,0
304,港區藝術中心-新民高中,30,紅竹巷,0
304,港區藝術中心-新民高中,31,臺灣大道北勢路口,0
304,港區藝術中心-新民高中,32,靜宜大學,0
304,港區藝術中心-新民高中,33,晉江寮,0
304,港區藝術中心-新民高中,34,弘光科技大學,0
304,港區藝術中心-新民高中,35,正英路,0
304,港區藝術中心-新民高中,36,坪頂,0
304,港區藝術中心-新民高中,37,東海別墅,0
304,港區藝術中心-新民高中,38,榮總/東海大學,0
304,港區藝術中心-新民高中,39,玉門路,0
304,港區藝術中心-新民高中,40,澄清醫院,0
304,港區藝術中心-新民高中,41,中港新城,0
304,港區藝術中心-新民高中,42,福安,0
304,港區藝術中心-新民高中,43,秋紅谷,0
304,港區藝術中心-新民高中,44,新光/遠百,0
304,港區藝術中心-新民高中,45,市政府,0
304,港區藝術中心-新民高中,46,頂何厝,0
304,港區藝術中心-新民高中,47,忠明國小,0
304,港區藝術中心-新民高中,48,科博館,0
304,港區藝術中心-新民高中,49,中正國小,0
304,港區藝術中心-新民高中,50,茄苳腳,0
304,港區藝術中心-新民高中,51,臺灣大道原子街口,0
304,港區藝術中心-新民高中,52,臺灣大道中華路口,0
304,港區藝術中心-新民高中,53,仁愛醫院,0
304,港區藝術中心-新民高中,54,第二市場(臺灣大道),0
304,港區藝術中心-新民高中,55,彰化銀行(臺灣大道),0
304,港區藝術中心-新民高中,56,第一廣場,0
304,港區藝術中心-新民高中,57,干城站,0
304,港區藝術中心-新民高中,58,立體停車場(雙十路),0
304,港區藝術中心-新民高中,59,臺中公園(雙十路),0
304,港區藝術中心-新民高中,60,中興堂,0
304,港區藝術中心-新民高中,61,國立臺中科技大學,0
304,港區藝術中心-新民高中,62,中友百貨,0
304,港區藝術中心-新民高中,63,市立殯儀館,0
304,港區藝術中心-新民高中,64,新民高中(健行路),0
304,港區藝術中心-新民高中,1,新民高中(健行路),0
304,港區藝術中心-新民高中,2,寶覺寺,0
304,港區藝術中心-新民高中,3,新民高中(三民路),0
304,港區藝術中心-新民高中,4,一心市場,0
304,港區藝術中心-新民高中,5,中友百貨,0
304,港區藝術中心-新民高中,6,國立臺中科技大學,0
304,港區藝術中心-新民高中,7,中興堂,0
304,港區藝術中心-新民高中,8,臺中公園(雙十路),0
304,港區藝術中心-新民高中,9,干城站,0
304,港區藝術中心-新民高中,10,臺中火車站,0
304,港區藝術中心-新民高中,11,第一廣場,0
304,港區藝術中心-新民高中,12,彰化銀行(臺灣大道),0
304,港區藝術中心-新民高中,13,第二市場(臺灣大道),0
304,港區藝術中心-新民高中,14,仁愛醫院,0
304,港區藝術中心-新民高中,15,臺灣大道中華路口,0
304,港區藝術中心-新民高中,16,臺灣大道原子街口,0
304,港區藝術中心-新民高中,17,茄苳腳,0
304,港區藝術中心-新民高中,18,中正國小,0
304,港區藝術中心-新民高中,19,科博館,0
304,港區藝術中心-新民高中,20,忠明國小,0
304,港區藝術中心-新民高中,21,頂何厝,0
304,港區藝術中心-新民高中,22,市政府,0
304,港區藝術中心-新民高中,23,新光/遠百,0
304,港區藝術中心-新民高中,24,秋紅谷,0
304,港區藝術中心-新民高中,25,福安,0
304,港區藝術中心-新民高中,26,中港新城,0
304,港區藝術中心-新民高中,27,澄清醫院,0
304,港區藝術中心-新民高中,28,玉門路,0
304,港區藝術中心-新民高中,29,榮總/東海大學,0
304,港區藝術中心-新民高中,30,東海別墅,0
304,港區藝術中心-新民高中,31,坪頂,0
304,港區藝術中心-新民高中,32,正英路,0
304,港區藝術中心-新民高中,33,弘光科技大學,0
304,港區藝術中心-新民高中,34,晉江寮,0
304,港區藝術中心-新民高中,35,靜宜大學,0
304,港區藝術中心-新民高中,36,臺灣大道北勢路口,0
304,港區藝術中心-新民高中,37,紅竹巷,0
304,港區藝術中心-新民高中,38,竹林里,0
304,港區藝術中心-新民高中,39,竹林國小,0
304,港區藝術中心-新民高中,40,沙鹿高工(臺灣大道),0
304,港區藝術中心-新民高中,41,居仁里,0
304,港區藝術中心-新民高中,42,童綜合醫院(沙鹿院區),0
304,港區藝術中心-新民高中,43,文化莊,0
304,港區藝術中心-新民高中,44,家扶中心,0
304,港區藝術中心-新民高中,45,鹿寮成衣商圈,0
304,港區藝術中心-新民高中,46,鹿寮,0
304,港區藝術中心-新民高中,47,中山長春路口,0
304,港區藝術中心-新民高中,48,中峰,0
304,港區藝術中心-新民高中,49,勞工育樂中心,0
304,港區藝術中心-新民高中,50,鹿峰里,0
304,港區藝術中心-新民高中,51,中山星河路口,0
304,港區藝術中心-新民高中,52,清水火車站(中山路),0
304,港區藝術中心-新民高中,53,清水高中(中山路),0
304,港區藝術中心-新民高中,54,華南銀行(清水分行),0
304,港區藝術中心-新民高中,55,清水,0
304,港區藝術中心-新民高中,56,中山董公街口,0
304,港區藝術中心-新民高中,57,西寧國小,0
304,港區藝術中心-新民高中,58,五權東鎮新路口,0
304,港區藝術中心-新民高中,59,五權民有路口,0
304,港區藝術中心-新民高中,60,五權民享路口,0
304,港區藝術中心-新民高中,61,五權華江北街口,0
304,港區藝術中心-新民高中,62,慈濟靜思堂(五權路),0
304,港區藝術中心-新民高中,63,五權南平等路口,0
304,港區藝術中心-新民高中,64,南社郵局,0
304,港區藝術中心-新民高中,65,港區藝術中心(鎮政路),0
305,大甲-鹿寮-臺中火車站,1,巨業大甲停車場,0
305,大甲-鹿寮-臺中火車站,2,大甲郵局,0
305,大甲-鹿寮-臺中火車站,3,大甲火車站,0
305,大甲-鹿寮-臺中火車站,4,大甲,0
305,大甲-鹿寮-臺中火車站,5,南陽里,0
305,大甲-鹿寮-臺中火車站,6,大甲高中(中山路),0
305,大甲-鹿寮-臺中火車站,7,水尾橋,0
305,大甲-鹿寮-臺中火車站,8,外水尾,0
305,大甲-鹿寮-臺中火車站,9,番子寮,0
305,大甲-鹿寮-臺中火車站,10,武陵里,0
305,大甲-鹿寮-臺中火車站,11,水汴頭,0
305,大甲-鹿寮-臺中火車站,12,大甲溪橋,0
305,大甲-鹿寮-臺中火車站,13,甲南(中山路),0
305,大甲-鹿寮-臺中火車站,14,劉厝,0
305,大甲-鹿寮-臺中火車站,15,中牛埔,0
305,大甲-鹿寮-臺中火車站,16,菁埔庄,0
305,大甲-鹿寮-臺中火車站,17,頂湳子,0
305,大甲-鹿寮-臺中火車站,18,福元批發,0
305,大甲-鹿寮-臺中火車站,19,三田國小,0
305,大甲-鹿寮-臺中火車站,20,下湳子,0
305,大甲-鹿寮-臺中火車站,21,朝興宮,0
305,大甲-鹿寮-臺中火車站,22,下湳加油站,0
305,大甲-鹿寮-臺中火車站,23,中山高美路口,0
305,大甲-鹿寮-臺中火車站,24,中山董公街口,0
305,大甲-鹿寮-臺中火車站,25,清水,0
305,大甲-鹿寮-臺中火車站,26,華南銀行(清水分行),0
305,大甲-鹿寮-臺中火車站,27,清水高中(中山路),0
305,大甲-鹿寮-臺中火車站,28,清水火車站(中山路),0
305,大甲-鹿寮-臺中火車站,29,中山星河路口,0
305,大甲-鹿寮-臺中火車站,30,鹿峰里,0
305,大甲-鹿寮-臺中火車站,31,勞工育樂中心,0
305,大甲-鹿寮-臺中火車站,32,中峰,0
305,大甲-鹿寮-臺中火車站,33,中山長春路口,0
305,大甲-鹿寮-臺中火車站,34,鹿寮,0
305,大甲-鹿寮-臺中火車站,35,鹿寮成衣商圈,0
305,大甲-鹿寮-臺中火車站,36,家扶中心,0
305,大甲-鹿寮-臺中火車站,37,文化莊,0
305,大甲-鹿寮-臺中火車站,38,童綜合醫院(沙鹿院區),0
305,大甲-鹿寮-臺中火車站,39,第一銀行(沙鹿分行),0
305,大甲-鹿寮-臺中火車站,40,巨業沙鹿站,0
305,大甲-鹿寮-臺中火車站,41,居仁里,0
305,大甲-鹿寮-臺中火車站,42,沙鹿高工(臺灣大道),0
305,大甲-鹿寮-臺中火車站,43,竹林國小,0
305,大甲-鹿寮-臺中火車站,44,竹林里,0
305,大甲-鹿寮-臺中火車站,45,紅竹巷,0
305,大甲-鹿寮-臺中火車站,46,臺灣大道北勢路口,0
305,大甲-鹿寮-臺中火車站,47,靜宜大學,0
305,大甲-鹿寮-臺中火車站,48,晉江寮,0
305,大甲-鹿寮-臺中火車站,49,弘光科技大學,0
305,大甲-鹿寮-臺中火車站,50,正英路,0
305,大甲-鹿寮-臺中火車站,51,坪頂,0
305,大甲-鹿寮-臺中火車站,52,東海別墅,0
305,大甲-鹿寮-臺中火車站,53,榮總/東海大學,0
305,大甲-鹿寮-臺中火車站,54,玉門路,0
305,大甲-鹿寮-臺中火車站,55,澄清醫院,0
305,大甲-鹿寮-臺中火車站,56,中港新城,0
305,大甲-鹿寮-臺中火車站,57,福安,0
