路線,路線名稱,站序,中文站點名稱,人數
29,臺中監獄 - 第一廣場 - 臺中監獄,52,干城一站,0
29,臺中監獄 - 第一廣場 - 臺中監獄,53,幼稚園,0
29,臺中監獄 - 第一廣場 - 臺中監獄,54,干城二站,0
29,臺中監獄 - 第一廣場 - 臺中監獄,55,干城三站,0
29,臺中監獄 - 第一廣場 - 臺中監獄,56,黎明公益路口,0
29,臺中監獄 - 第一廣場 - 臺中監獄,57,三厝里,0
29,臺中監獄 - 第一廣場 - 臺中監獄,58,黎明向上路口,0
29,臺中監獄 - 第一廣場 - 臺中監獄,59,黎明五權西路口,0
29,臺中監獄 - 第一廣場 - 臺中監獄,60,黎明南屯路口,0
29,臺中監獄 - 第一廣場 - 臺中監獄,61,南屯國小,0
29,臺中監獄 - 第一廣場 - 臺中監獄,62,永定里(永春東路),0
29,臺中監獄 - 第一廣場 - 臺中監獄,63,永定里二站(永春東路),0
29,臺中監獄 - 第一廣場 - 臺中監獄,64,下新生里,0
29,臺中監獄 - 第一廣場 - 臺中監獄,65,劉厝里,0
29,臺中監獄 - 第一廣場 - 臺中監獄,66,春社里(永春南路),0
29,臺中監獄 - 第一廣場 - 臺中監獄,67,嶺東高中,0
29,臺中監獄 - 第一廣場 - 臺中監獄,68,嶺東科技大學(永春南路),0
29,臺中監獄 - 第一廣場 - 臺中監獄,69,仁友停車場,0
29,臺中監獄 - 第一廣場 - 臺中監獄,70,臺中監獄,0
29A,第一廣場  -  臺中監獄,1,第一廣場,0
29A,第一廣場  -  臺中監獄,2,彰化銀行(臺灣大道),0
29A,第一廣場  -  臺中監獄,3,公園自由路口,0
29A,第一廣場  -  臺中監獄,4,臺中公園(三民路),0
29A,第一廣場  -  臺中監獄,5,國立臺中科技大學,0
29A,第一廣場  -  臺中監獄,6,中友百貨,0
29A,第一廣場  -  臺中監獄,7,五權學士路口,0
29A,第一廣場  -  臺中監獄,8,五常里,0
29A,第一廣場  -  臺中監獄,9,光大里,0
29A,第一廣場  -  臺中監獄,10,臺中二中,0
29A,第一廣場  -  臺中監獄,11,文莊里,0
29A,第一廣場  -  臺中監獄,12,邱厝里,0
29A,第一廣場  -  臺中監獄,13,中清健行路口,0
29A,第一廣場  -  臺中監獄,14,大道公廟(中清路),0
29A,第一廣場  -  臺中監獄,15,中清忠明路口,0
29A,第一廣場  -  臺中監獄,16,中清太原路口,0
29A,第一廣場  -  臺中監獄,17,中清漢口路口,0
29A,第一廣場  -  臺中監獄,18,曉明女中(中清路),0
29A,第一廣場  -  臺中監獄,19,天津路商圈,0
29A,第一廣場  -  臺中監獄,20,頂賴厝,0
29A,第一廣場  -  臺中監獄,21,文心中清西一街口,0
29A,第一廣場  -  臺中監獄,22,文心陜西路口,0
29A,第一廣場  -  臺中監獄,23,臺灣日報,0
29A,第一廣場  -  臺中監獄,24,重慶國小,0
29A,第一廣場  -  臺中監獄,25,文心河南路口,0
29A,第一廣場  -  臺中監獄,26,文華高中(文心路),0
29A,第一廣場  -  臺中監獄,27,文心甘肅路口,0
29A,第一廣場  -  臺中監獄,28,長安國小,0
29A,第一廣場  -  臺中監獄,29,福星公園,0
29A,第一廣場  -  臺中監獄,30,上石里,0
29A,第一廣場  -  臺中監獄,31,西屯上石路口,0
29A,第一廣場  -  臺中監獄,32,西屯河南路口,0
29A,第一廣場  -  臺中監獄,33,頂湳仔,0
29A,第一廣場  -  臺中監獄,34,下湳仔,0
29A,第一廣場  -  臺中監獄,35,大漁池,0
29A,第一廣場  -  臺中監獄,36,逢甲大學(逢甲路),0
29A,第一廣場  -  臺中監獄,37,逢甲大學(福星路),0
29A,第一廣場  -  臺中監獄,38,福星西安街口,0
29A,第一廣場  -  臺中監獄,39,漢翔公司(星享道),0
29A,第一廣場  -  臺中監獄,40,僑光科技大學,0
29A,第一廣場  -  臺中監獄,41,福星北西苑路口,0
29A,第一廣場  -  臺中監獄,42,西苑高中,0
29A,第一廣場  -  臺中監獄,43,西屯派出所,0
29A,第一廣場  -  臺中監獄,44,黎明福科路口,0
29A,第一廣場  -  臺中監獄,45,西屯郵局,0
29A,第一廣場  -  臺中監獄,46,朝馬(黎明路),0
29A,第一廣場  -  臺中監獄,47,黎明環河路口,0
29A,第一廣場  -  臺中監獄,48,西屯區公所,0
29A,第一廣場  -  臺中監獄,49,黎明龍門路口,0
29A,第一廣場  -  臺中監獄,50,黎明市政路口,0
29A,第一廣場  -  臺中監獄,51,黎明國小,0
29A,第一廣場  -  臺中監獄,52,干城一站,0
29A,第一廣場  -  臺中監獄,53,幼稚園,0
29A,第一廣場  -  臺中監獄,54,干城二站,0
29A,第一廣場  -  臺中監獄,55,干城三站,0
29A,第一廣場  -  臺中監獄,56,黎明公益路口,0
29A,第一廣場  -  臺中監獄,57,三厝里,0
29A,第一廣場  -  臺中監獄,58,黎明五權西路口,0
29A,第一廣場  -  臺中監獄,59,黎明南屯路口,0
29A,第一廣場  -  臺中監獄,60,南屯國小,0
29A,第一廣場  -  臺中監獄,61,永定里(永春東路),0
29A,第一廣場  -  臺中監獄,62,永定里二站(永春東路),0
29A,第一廣場  -  臺中監獄,63,下新生里,0
29A,第一廣場  -  臺中監獄,64,劉厝里,0
29A,第一廣場  -  臺中監獄,65,春社里(永春路),0
29A,第一廣場  -  臺中監獄,66,嶺東高中,0
29A,第一廣場  -  臺中監獄,67,嶺東科技大學(永春南路),0
29A,第一廣場  -  臺中監獄,68,仁友停車場,0
29A,第一廣場  -  臺中監獄,69,臺中監獄,0
29B,臺中監獄 - 第一廣場,1,臺中監獄,0
29B,臺中監獄 - 第一廣場,2,仁友停車場,0
29B,臺中監獄 - 第一廣場,3,嶺東科技大學(永春南路),0
29B,臺中監獄 - 第一廣場,4,嶺東高中,0
29B,臺中監獄 - 第一廣場,5,春社里(永春路),0
29B,臺中監獄 - 第一廣場,6,劉厝里,0
29B,臺中監獄 - 第一廣場,7,下新生里,0
29B,臺中監獄 - 第一廣場,8,永定里二站(永春東路),0
29B,臺中監獄 - 第一廣場,9,永定里(永春東路),0
29B,臺中監獄 - 第一廣場,10,南屯國小,0
29B,臺中監獄 - 第一廣場,11,黎明南屯路口,0
29B,臺中監獄 - 第一廣場,12,黎明五權西路口,0
29B,臺中監獄 - 第一廣場,13,三厝里,0
29B,臺中監獄 - 第一廣場,14,黎明公益路口,0
29B,臺中監獄 - 第一廣場,15,干城三站,0
29B,臺中監獄 - 第一廣場,16,干城二站,0
29B,臺中監獄 - 第一廣場,17,幼稚園,0
29B,臺中監獄 - 第一廣場,18,干城一站,0
29B,臺中監獄 - 第一廣場,19,黎明國小,0
29B,臺中監獄 - 第一廣場,20,黎明市政路口,0
29B,臺中監獄 - 第一廣場,21,黎明龍門路口,0
29B,臺中監獄 - 第一廣場,22,西屯區公所,0
29B,臺中監獄 - 第一廣場,23,黎明環河路口,0
29B,臺中監獄 - 第一廣場,24,朝馬(黎明路),0
29B,臺中監獄 - 第一廣場,25,西屯郵局,0
29B,臺中監獄 - 第一廣場,26,黎明福科路口,0
29B,臺中監獄 - 第一廣場,27,西屯派出所,0
29B,臺中監獄 - 第一廣場,28,西苑高中,0
29B,臺中監獄 - 第一廣場,29,福星北西苑路口,0
29B,臺中監獄 - 第一廣場,30,僑光科技大學,0
29B,臺中監獄 - 第一廣場,31,漢翔公司(星享道),0
29B,臺中監獄 - 第一廣場,32,福星西安街口,0
29B,臺中監獄 - 第一廣場,33,逢甲大學(福星路),0
29B,臺中監獄 - 第一廣場,34,逢甲大學(逢甲路),0
29B,臺中監獄 - 第一廣場,35,大漁池,0
29B,臺中監獄 - 第一廣場,36,下湳仔,0
29B,臺中監獄 - 第一廣場,37,頂湳仔,0
29B,臺中監獄 - 第一廣場,38,西屯河南路口,0
29B,臺中監獄 - 第一廣場,39,西屯上石路口,0
29B,臺中監獄 - 第一廣場,40,上石里,0
29B,臺中監獄 - 第一廣場,41,福星公園,0
29B,臺中監獄 - 第一廣場,42,長安國小,0
29B,臺中監獄 - 第一廣場,43,文心甘肅路口,0
29B,臺中監獄 - 第一廣場,44,文華高中(文心路),0
29B,臺中監獄 - 第一廣場,45,文心河南路口,0
29B,臺中監獄 - 第一廣場,46,重慶國小,0
29B,臺中監獄 - 第一廣場,47,臺灣日報,0
29B,臺中監獄 - 第一廣場,48,文心陜西路口,0
29B,臺中監獄 - 第一廣場,49,頂賴厝,0
29B,臺中監獄 - 第一廣場,50,天津路商圈,0
29B,臺中監獄 - 第一廣場,51,曉明女中(中清路),0
29B,臺中監獄 - 第一廣場,52,中清漢口路口,0
29B,臺中監獄 - 第一廣場,53,中清太原路口,0
29B,臺中監獄 - 第一廣場,54,中清忠明路口,0
29B,臺中監獄 - 第一廣場,55,大道公廟(中清路),0
29B,臺中監獄 - 第一廣場,56,中清健行路口,0
29B,臺中監獄 - 第一廣場,57,邱厝里,0
29B,臺中監獄 - 第一廣場,58,文莊里,0
29B,臺中監獄 - 第一廣場,59,臺中二中,0
29B,臺中監獄 - 第一廣場,60,光大里,0
29B,臺中監獄 - 第一廣場,61,五常里,0
29B,臺中監獄 - 第一廣場,62,五權學士路口,0
29B,臺中監獄 - 第一廣場,63,一心市場,0
29B,臺中監獄 - 第一廣場,64,中友百貨,0
29B,臺中監獄 - 第一廣場,65,國立臺中科技大學,0
29B,臺中監獄 - 第一廣場,66,臺中公園(三民路),0
29B,臺中監獄 - 第一廣場,67,公園自由路口,0
29B,臺中監獄 - 第一廣場,68,干城站,0
29B,臺中監獄 - 第一廣場,69,第一廣場,0
30,嶺東科技大學-第一廣場-嶺東科技大學,1,仁友停車場,0
30,嶺東科技大學-第一廣場-嶺東科技大學,2,復興電台,0
30,嶺東科技大學-第一廣場-嶺東科技大學,3,嶺東科大第二校區(中台路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,4,東光公司,0
30,嶺東科技大學-第一廣場-嶺東科技大學,5,嶺東三站,0
30,嶺東科技大學-第一廣場-嶺東科技大學,6,干城六村,0
30,嶺東科技大學-第一廣場-嶺東科技大學,7,嶺東科技大學(嶺東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,8,嶺東高中,0
30,嶺東科技大學-第一廣場-嶺東科技大學,9,春社里(永春南路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,10,劉厝里,0
30,嶺東科技大學-第一廣場-嶺東科技大學,11,下新生里,0
30,嶺東科技大學-第一廣場-嶺東科技大學,12,永定里二站(永春東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,13,永定里(永春東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,14,永春東黎明路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,15,萬和國中,0
30,嶺東科技大學-第一廣場-嶺東科技大學,16,第四分局,0
30,嶺東科技大學-第一廣場-嶺東科技大學,17,文心南南屯路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,18,南屯文心路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,19,田心仔(清真寺),0
30,嶺東科技大學-第一廣場-嶺東科技大學,20,下田心仔,0
30,嶺東科技大學-第一廣場-嶺東科技大學,21,土庫,0
30,嶺東科技大學-第一廣場-嶺東科技大學,22,崇倫國中(南屯路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,23,靜和醫院,0
30,嶺東科技大學-第一廣場-嶺東科技大學,24,南屯美村路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,25,永安市場,0
30,嶺東科技大學-第一廣場-嶺東科技大學,26,五權樂群街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,27,五權柳川西路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,28,五權公館路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,29,五權五廊街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,30,大墩文化中心(五權路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,31,五權自立街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,32,五權民生路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,33,臺中教育大學,0
30,嶺東科技大學-第一廣場-嶺東科技大學,34,民權中華路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,35,臺中醫院,0
30,嶺東科技大學-第一廣場-嶺東科技大學,36,臺中州廳,0
30,嶺東科技大學-第一廣場-嶺東科技大學,37,合作金庫,0
30,嶺東科技大學-第一廣場-嶺東科技大學,38,彰化銀行(自由路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,39,干城站,0
30,嶺東科技大學-第一廣場-嶺東科技大學,1,第一廣場,0
30,嶺東科技大學-第一廣場-嶺東科技大學,2,彰化銀行(臺灣大道),0
30,嶺東科技大學-第一廣場-嶺東科技大學,3,第二市場(臺灣大道),0
30,嶺東科技大學-第一廣場-嶺東科技大學,4,臺灣大道中華路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,5,臺灣大道原子街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,6,五權臺灣大道口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,7,五權民生路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,8,五權自立街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,9,大墩文化中心(五權路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,10,五權五廊街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,11,五權公館路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,12,五權柳川西路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,13,五權樂群街口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,14,永安市場,0
30,嶺東科技大學-第一廣場-嶺東科技大學,15,南屯美村路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,16,靜和醫院,0
30,嶺東科技大學-第一廣場-嶺東科技大學,17,崇倫國中(南屯路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,18,土庫,0
30,嶺東科技大學-第一廣場-嶺東科技大學,19,下田心仔,0
30,嶺東科技大學-第一廣場-嶺東科技大學,20,田心仔(清真寺),0
30,嶺東科技大學-第一廣場-嶺東科技大學,21,南屯文心路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,22,文心南南屯路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,23,第四分局,0
30,嶺東科技大學-第一廣場-嶺東科技大學,24,萬和國中,0
30,嶺東科技大學-第一廣場-嶺東科技大學,25,永春東黎明路口,0
30,嶺東科技大學-第一廣場-嶺東科技大學,26,永定里(永春東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,27,永定里二站(永春東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,28,下新生里,0
30,嶺東科技大學-第一廣場-嶺東科技大學,29,劉厝里,0
30,嶺東科技大學-第一廣場-嶺東科技大學,30,春社里(永春南路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,31,嶺東高中,0
30,嶺東科技大學-第一廣場-嶺東科技大學,32,嶺東科技大學(嶺東路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,33,干城六村,0
30,嶺東科技大學-第一廣場-嶺東科技大學,34,嶺東三站,0
30,嶺東科技大學-第一廣場-嶺東科技大學,35,東光公司,0
30,嶺東科技大學-第一廣場-嶺東科技大學,36,嶺東科大第二校區(中台路),0
30,嶺東科技大學-第一廣場-嶺東科技大學,37,復興電台,0
30,嶺東科技大學-第一廣場-嶺東科技大學,38,仁友停車場,0
32,大鵬新城-旱溪東東英五街口,1,大鵬新城,0
32,大鵬新城-旱溪東東英五街口,2,河南停車場,0
32,大鵬新城-旱溪東東英五街口,3,美滿社區,0
32,大鵬新城-旱溪東東英五街口,4,皇城社區,0
32,大鵬新城-旱溪東東英五街口,5,中平長安路口,0
32,大鵬新城-旱溪東東英五街口,6,大鵬國小,0
32,大鵬新城-旱溪東東英五街口,7,水湳市場(大鵬路),0
32,大鵬新城-旱溪東東英五街口,8,水湳市場(中清路),0
32,大鵬新城-旱溪東東英五街口,9,水湳,0
32,大鵬新城-旱溪東東英五街口,10,下水湳,0
32,大鵬新城-旱溪東東英五街口,11,頂賴厝,0
32,大鵬新城-旱溪東東英五街口,12,天津路商圈,0
32,大鵬新城-旱溪東東英五街口,13,曉明女中(中清路),0
32,大鵬新城-旱溪東東英五街口,14,中清漢口路口,0
32,大鵬新城-旱溪東東英五街口,15,中清太原路口,0
32,大鵬新城-旱溪東東英五街口,16,中清忠明路口,0
32,大鵬新城-旱溪東東英五街口,17,大道公廟(中清路),0
32,大鵬新城-旱溪東東英五街口,18,健行尚德街口,0
32,大鵬新城-旱溪東東英五街口,19,健行學士路口,0
32,大鵬新城-旱溪東東英五街口,20,中國醫藥大學,0
32,大鵬新城-旱溪東東英五街口,21,中山堂,0
32,大鵬新城-旱溪東東英五街口,22,五常里,0
32,大鵬新城-旱溪東東英五街口,23,光大里,0
32,大鵬新城-旱溪東東英五街口,24,五權公園路口(光大社區),0
32,大鵬新城-旱溪東東英五街口,25,中央市場,0
32,大鵬新城-旱溪東東英五街口,26,五權臺灣大道口,0
32,大鵬新城-旱溪東東英五街口,27,臺中教育大學,0
32,大鵬新城-旱溪東東英五街口,28,民權中華路口,0
32,大鵬新城-旱溪東東英五街口,29,臺中醫院,0
32,大鵬新城-旱溪東東英五街口,30,臺中州廳,0
32,大鵬新城-旱溪東東英五街口,31,民權繼光街口,0
32,大鵬新城-旱溪東東英五街口,32,臺中火車站,0
32,大鵬新城-旱溪東東英五街口,33,干城站,0
32,大鵬新城-旱溪東東英五街口,34,立體停車場(自由路),0
32,大鵬新城-旱溪東東英五街口,35,自由富台東街口,0
32,大鵬新城-旱溪東東英五街口,36,明功堂醫院,0
32,大鵬新城-旱溪東東英五街口,37,樂業建成路口,0
32,大鵬新城-旱溪東東英五街口,38,育英國中,0
32,大鵬新城-旱溪東東英五街口,39,旱溪東東英五街口,0
32,大鵬新城-旱溪東東英五街口,40,東英二街長福路口,0
32,大鵬新城-旱溪東東英五街口,1,東英二街長福路口,0
32,大鵬新城-旱溪東東英五街口,2,旱溪東東英五街口,0
32,大鵬新城-旱溪東東英五街口,3,育英國中,0
32,大鵬新城-旱溪東東英五街口,4,樂業建成路口,0
32,大鵬新城-旱溪東東英五街口,5,明功堂醫院,0
32,大鵬新城-旱溪東東英五街口,6,自由富台東街口,0
32,大鵬新城-旱溪東東英五街口,7,立體停車場(自由路),0
32,大鵬新城-旱溪東東英五街口,8,干城站,0
32,大鵬新城-旱溪東東英五街口,9,臺中火車站,0
32,大鵬新城-旱溪東東英五街口,10,民權繼光街口,0
32,大鵬新城-旱溪東東英五街口,11,臺中州廳,0
32,大鵬新城-旱溪東東英五街口,12,臺中醫院,0
32,大鵬新城-旱溪東東英五街口,13,民權中華路口,0
32,大鵬新城-旱溪東東英五街口,14,臺中教育大學,0
32,大鵬新城-旱溪東東英五街口,15,五權臺灣大道口,0
32,大鵬新城-旱溪東東英五街口,16,中央市場,0
32,大鵬新城-旱溪東東英五街口,17,五權公園路口(光大社區),0
32,大鵬新城-旱溪東東英五街口,18,光大里,0
32,大鵬新城-旱溪東東英五街口,19,五常里,0
32,大鵬新城-旱溪東東英五街口,20,中山堂,0
32,大鵬新城-旱溪東東英五街口,21,中國醫藥大學,0
32,大鵬新城-旱溪東東英五街口,22,健行學士路口,0
32,大鵬新城-旱溪東東英五街口,23,健行尚德街口,0
32,大鵬新城-旱溪東東英五街口,24,大道公廟(中清路),0
32,大鵬新城-旱溪東東英五街口,25,中清忠明路口,0
32,大鵬新城-旱溪東東英五街口,26,中清太原路口,0
32,大鵬新城-旱溪東東英五街口,27,中清漢口路口,0
32,大鵬新城-旱溪東東英五街口,28,曉明女中(中清路),0
32,大鵬新城-旱溪東東英五街口,29,天津路商圈,0
32,大鵬新城-旱溪東東英五街口,30,頂賴厝,0
32,大鵬新城-旱溪東東英五街口,31,下水湳,0
32,大鵬新城-旱溪東東英五街口,32,水湳,0
32,大鵬新城-旱溪東東英五街口,33,水湳市場(大鵬路),0
32,大鵬新城-旱溪東東英五街口,34,大鵬國小,0
32,大鵬新城-旱溪東東英五街口,35,中平長安路口,0
32,大鵬新城-旱溪東東英五街口,36,皇城社區,0
32,大鵬新城-旱溪東東英五街口,37,美滿社區,0
32,大鵬新城-旱溪東東英五街口,38,河南停車場,0
32,大鵬新城-旱溪東東英五街口,39,大鵬新城,0
33,僑光科技大學  -  高鐵臺中站,1,文修停車場,0
33,僑光科技大學  -  高鐵臺中站,2,西苑高中,0
33,僑光科技大學  -  高鐵臺中站,3,福星北西苑路口,0
33,僑光科技大學  -  高鐵臺中站,4,僑光科技大學,0
33,僑光科技大學  -  高鐵臺中站,5,漢翔公司(星享道),0
33,僑光科技大學  -  高鐵臺中站,6,福星西安街口,0
33,僑光科技大學  -  高鐵臺中站,7,逢甲大學(福星路),0
33,僑光科技大學  -  高鐵臺中站,8,福星停車場,0
33,僑光科技大學  -  高鐵臺中站,9,河南崇義街口,0
33,僑光科技大學  -  高鐵臺中站,10,河南青海路口,0
33,僑光科技大學  -  高鐵臺中站,11,教師新村,0
33,僑光科技大學  -  高鐵臺中站,12,新光三越,0
33,僑光科技大學  -  高鐵臺中站,13,文心四川路口,0
33,僑光科技大學  -  高鐵臺中站,14,文心西屯路口,0
33,僑光科技大學  -  高鐵臺中站,15,文心甘肅路口,0
33,僑光科技大學  -  高鐵臺中站,16,文華高中(文心路),0
33,僑光科技大學  -  高鐵臺中站,17,文心河南路口,0
33,僑光科技大學  -  高鐵臺中站,18,重慶國小,0
33,僑光科技大學  -  高鐵臺中站,19,臺灣日報,0
33,僑光科技大學  -  高鐵臺中站,20,文心陜西路口,0
33,僑光科技大學  -  高鐵臺中站,21,頂賴厝,0
33,僑光科技大學  -  高鐵臺中站,22,天津路商圈,0
33,僑光科技大學  -  高鐵臺中站,23,曉明女中(中清路),0
33,僑光科技大學  -  高鐵臺中站,24,中清漢口路口,0
33,僑光科技大學  -  高鐵臺中站,25,中清太原路口,0
33,僑光科技大學  -  高鐵臺中站,26,大道公廟(進化北路),0
33,僑光科技大學  -  高鐵臺中站,27,衛道新世界,0
33,僑光科技大學  -  高鐵臺中站,28,進化北永興街口,0
33,僑光科技大學  -  高鐵臺中站,29,頂厝里,0
33,僑光科技大學  -  高鐵臺中站,30,稅務新村,0
33,僑光科技大學  -  高鐵臺中站,31,北屯市場,0
33,僑光科技大學  -  高鐵臺中站,32,進化天祥街口,0
33,僑光科技大學  -  高鐵臺中站,33,進化國瑞街口,0
33,僑光科技大學  -  高鐵臺中站,34,進化興進路口,0
33,僑光科技大學  -  高鐵臺中站,35,進化力行路口,0
33,僑光科技大學  -  高鐵臺中站,36,合作市場,0
33,僑光科技大學  -  高鐵臺中站,37,進德國小,0
33,僑光科技大學  -  高鐵臺中站,38,中國醫東區分院,0
33,僑光科技大學  -  高鐵臺中站,39,明功堂醫院,0
33,僑光科技大學  -  高鐵臺中站,40,自由富台東街口,0
33,僑光科技大學  -  高鐵臺中站,41,立體停車場(自由路),0
33,僑光科技大學  -  高鐵臺中站,42,干城站,0
33,僑光科技大學  -  高鐵臺中站,43,臺中火車站,0
33,僑光科技大學  -  高鐵臺中站,44,臺中酒廠(復興路),0
33,僑光科技大學  -  高鐵臺中站,45,文化創意園區,0
33,僑光科技大學  -  高鐵臺中站,46,林祖厝,0
33,僑光科技大學  -  高鐵臺中站,47,醒修宮,0
33,僑光科技大學  -  高鐵臺中站,48,恩光堂,0
33,僑光科技大學  -  高鐵臺中站,49,國光國小,0
33,僑光科技大學  -  高鐵臺中站,50,中興大學(興大路),0
33,僑光科技大學  -  高鐵臺中站,51,美村五權南路口,0
33,僑光科技大學  -  高鐵臺中站,52,信義國小(美村路),0
33,僑光科技大學  -  高鐵臺中站,53,美村南忠明南路口,0
33,僑光科技大學  -  高鐵臺中站,54,南和里,0
33,僑光科技大學  -  高鐵臺中站,55,僑泰中學(美村南路),0
33,僑光科技大學  -  高鐵臺中站,56,工學一街口,0
33,僑光科技大學  -  高鐵臺中站,57,臺中高工(高工路),0
33,僑光科技大學  -  高鐵臺中站,58,高工文心南路口,0
33,僑光科技大學  -  高鐵臺中站,59,復興大慶街口,0
33,僑光科技大學  -  高鐵臺中站,60,勤工派出所,0
33,僑光科技大學  -  高鐵臺中站,61,復興環中路口,0
33,僑光科技大學  -  高鐵臺中站,62,樹仔腳,0
33,僑光科技大學  -  高鐵臺中站,63,九張犁,0
33,僑光科技大學  -  高鐵臺中站,64,明道花園城,0
33,僑光科技大學  -  高鐵臺中站,65,明道中學,0
33,僑光科技大學  -  高鐵臺中站,66,烏日橋,0
33,僑光科技大學  -  高鐵臺中站,67,五光新興路口,0
33,僑光科技大學  -  高鐵臺中站,68,五光公園三街口,0
33,僑光科技大學  -  高鐵臺中站,69,公園五光路口,0
33,僑光科技大學  -  高鐵臺中站,70,公園光日路口,0
33,僑光科技大學  -  高鐵臺中站,71,烏日區公所(新興路),0
33,僑光科技大學  -  高鐵臺中站,72,烏日(新興路),0
33,僑光科技大學  -  高鐵臺中站,73,烏日國中(新興路),0
33,僑光科技大學  -  高鐵臺中站,74,高鐵臺中站,0
33,僑光科技大學  -  高鐵臺中站,1,高鐵臺中站,0
33,僑光科技大學  -  高鐵臺中站,2,烏日國中(新興路),0
33,僑光科技大學  -  高鐵臺中站,3,烏日(新興路),0
33,僑光科技大學  -  高鐵臺中站,4,烏日區公所(新興路),0
33,僑光科技大學  -  高鐵臺中站,5,公園光日路口,0
33,僑光科技大學  -  高鐵臺中站,6,公園五光路口,0
33,僑光科技大學  -  高鐵臺中站,7,五光公園三街口,0
33,僑光科技大學  -  高鐵臺中站,8,新興五光路口,0
33,僑光科技大學  -  高鐵臺中站,9,烏日橋,0
33,僑光科技大學  -  高鐵臺中站,10,明道中學,0
33,僑光科技大學  -  高鐵臺中站,11,明道花園城,0
33,僑光科技大學  -  高鐵臺中站,12,九張犁,0
33,僑光科技大學  -  高鐵臺中站,13,樹仔腳,0
33,僑光科技大學  -  高鐵臺中站,14,復興環中路口,0
33,僑光科技大學  -  高鐵臺中站,15,勤工派出所,0
33,僑光科技大學  -  高鐵臺中站,16,復興大慶街口,0
33,僑光科技大學  -  高鐵臺中站,17,文心南大慶街口,0
33,僑光科技大學  -  高鐵臺中站,18,高工文心南路口,0
33,僑光科技大學  -  高鐵臺中站,19,臺中高工(高工路),0
33,僑光科技大學  -  高鐵臺中站,20,工學一街口,0
33,僑光科技大學  -  高鐵臺中站,21,僑泰中學(美村南路),0
33,僑光科技大學  -  高鐵臺中站,22,南和里,0
33,僑光科技大學  -  高鐵臺中站,23,美村南忠明南路口,0
33,僑光科技大學  -  高鐵臺中站,24,信義國小(美村路),0
33,僑光科技大學  -  高鐵臺中站,25,美村五權南路口,0
33,僑光科技大學  -  高鐵臺中站,26,中興大學(興大路),0
33,僑光科技大學  -  高鐵臺中站,27,國光國小,0
33,僑光科技大學  -  高鐵臺中站,28,恩光堂,0
33,僑光科技大學  -  高鐵臺中站,29,醒修宮,0
33,僑光科技大學  -  高鐵臺中站,30,林祖厝,0
33,僑光科技大學  -  高鐵臺中站,31,文化創意園區,0
33,僑光科技大學  -  高鐵臺中站,32,臺中酒廠(復興路),0
33,僑光科技大學  -  高鐵臺中站,33,臺中火車站,0
33,僑光科技大學  -  高鐵臺中站,34,干城站,0
33,僑光科技大學  -  高鐵臺中站,35,立體停車場(雙十路),0
33,僑光科技大學  -  高鐵臺中站,36,立體停車場(自由路),0
33,僑光科技大學  -  高鐵臺中站,37,自由富台東街口,0
33,僑光科技大學  -  高鐵臺中站,38,明功堂醫院,0
33,僑光科技大學  -  高鐵臺中站,39,中國醫東區分院,0
33,僑光科技大學  -  高鐵臺中站,40,進德國小,0
33,僑光科技大學  -  高鐵臺中站,41,合作市場,0
33,僑光科技大學  -  高鐵臺中站,42,進化力行路口,0
